"subject","item","sound","block_contrast","type","block_G","response","adjusted_response_time"
10,49,"-0.5","block2","Vowel","block2","1",-541.875
10,50,"0.5","block2","Consonant","block2","1",2338.125
10,51,"-0.5","block2","Vowel","block2","1",-562.875
10,52,"0.5","block2","Consonant","block2","1",-570.875
10,53,"-0.5","block2","Vowel","block2","1",-429.875
10,54,"0.5","block2","Consonant","block2","1",-794.875
10,55,"0.5","block2","Consonant","block2","0",2607.125
10,56,"-0.5","block2","Vowel","block2","1",-745.875
10,57,"0.5","block2","Consonant","block2","1",-337.875
10,58,"-0.5","block2","Vowel","block2","1",-794.875
10,59,"-0.5","block2","Vowel","block2","1",-352.875
10,60,"0.5","block2","Consonant","block2","1",-433.875
10,61,"0.5","block2","Consonant","block2","1",473.125
10,62,"-0.5","block2","Vowel","block2","0",3410.125
10,63,"-0.5","block2","Vowel","block2","1",-502.875
10,64,"0.5","block2","Consonant","block2","1",-626.875
10,65,"-0.5","block3","Vowel","block3","1",1278.375
10,66,"0.5","block3","Consonant","block3","0",1450.375
10,67,"0.5","block3","Consonant","block3","0",492.375
10,68,"-0.5","block3","Vowel","block3","1",-598.625
10,69,"0.5","block3","Consonant","block3","1",82.375
10,70,"-0.5","block3","Vowel","block3","1",-411.625
10,71,"0.5","block3","Consonant","block3","1",123.375
10,72,"-0.5","block3","Vowel","block3","1",1175.375
10,73,"0.5","block3","Consonant","block3","1",-19.625
10,74,"-0.5","block3","Vowel","block3","1",-532.625
10,75,"-0.5","block3","Vowel","block3","1",-133.625
10,76,"0.5","block3","Consonant","block3","1",-421.625
10,77,"0.5","block3","Consonant","block3","1",-533.625
10,78,"-0.5","block3","Vowel","block3","1",-550.625
10,79,"-0.5","block3","Vowel","block3","1",-774.625
10,80,"0.5","block3","Consonant","block3","0",879.375
10,81,"-0.5","block3","Vowel","block3","1",-615.625
10,82,"0.5","block3","Consonant","block3","1",-309.625
10,83,"-0.5","block3","Vowel","block3","1",-466.625
10,84,"0.5","block3","Consonant","block3","1",-140.625
10,85,"-0.5","block3","Vowel","block3","1",-619.625
10,86,"0.5","block3","Consonant","block3","1",-636.625
10,87,"-0.5","block3","Vowel","block3","1",174.375
10,88,"0.5","block3","Consonant","block3","1",-198.625
10,89,"0.5","block3","Consonant","block3","1",3069.375
10,90,"-0.5","block3","Vowel","block3","1",-444.625
10,91,"-0.5","block3","Vowel","block3","1",-545.625
10,92,"0.5","block3","Consonant","block3","1",86.375
10,93,"0.5","block3","Consonant","block3","1",2278.375
10,94,"-0.5","block3","Vowel","block3","1",-630.625
10,95,"0.5","block3","Consonant","block3","1",-206.625
10,96,"-0.5","block3","Vowel","block3","1",247.375
11,1,"0.5","block1","Consonant","block1","0",2156.625
11,2,"-0.5","block1","Vowel","block1","1",-367.375
11,3,"-0.5","block1","Vowel","block1","1",1227.625
11,4,"0.5","block1","Consonant","block1","0",-146.375
11,5,"0.5","block1","Consonant","block1","1",-124.375
11,6,"-0.5","block1","Vowel","block1","1",-243.375
11,7,"0.5","block1","Consonant","block1","0",3673.625
11,8,"-0.5","block1","Vowel","block1","1",856.625
11,9,"-0.5","block1","Vowel","block1","1",321.625
11,10,"0.5","block1","Consonant","block1","1",341.625
11,11,"-0.5","block1","Vowel","block1","1",-125.375
11,12,"0.5","block1","Consonant","block1","1",830.625
11,13,"0.5","block1","Consonant","block1","1",-124.375
11,14,"-0.5","block1","Vowel","block1","1",2034.625
11,15,"-0.5","block1","Vowel","block1","1",1827.625
11,16,"0.5","block1","Consonant","block1","1",116.625
11,17,"-0.5","block1","Vowel","block1","1",970.625
11,18,"0.5","block1","Consonant","block1","1",-468.375
11,19,"0.5","block1","Consonant","block1","1",-746.375
11,20,"-0.5","block1","Vowel","block1","1",-223.375
11,21,"0.5","block1","Consonant","block1","1",-144.375
11,22,"-0.5","block1","Vowel","block1","1",-633.375
11,23,"-0.5","block1","Vowel","block1","1",-251.375
11,24,"0.5","block1","Consonant","block1","1",-610.375
11,25,"0.5","block1","Consonant","block1","1",-145.375
11,26,"-0.5","block1","Vowel","block1","1",-864.375
11,27,"-0.5","block1","Vowel","block1","1",-196.375
11,28,"0.5","block1","Consonant","block1","1",-509.375
11,29,"-0.5","block1","Vowel","block1","1",-667.375
11,30,"0.5","block1","Consonant","block1","1",-674.375
11,31,"0.5","block1","Consonant","block1","1",-911.375
11,32,"-0.5","block1","Vowel","block1","1",-678.375
11,33,"-0.5","block2","Vowel","block2","1",-1.375
11,34,"0.5","block2","Consonant","block2","1",17.625
11,35,"-0.5","block2","Vowel","block2","1",-17.375
11,36,"0.5","block2","Consonant","block2","1",-323.375
11,37,"0.5","block2","Consonant","block2","1",-119.375
11,38,"-0.5","block2","Vowel","block2","1",-93.375
11,39,"-0.5","block2","Vowel","block2","1",-402.375
11,40,"0.5","block2","Consonant","block2","0",NA
11,41,"0.5","block2","Consonant","block2","1",-214.375
11,42,"-0.5","block2","Vowel","block2","1",-301.375
11,43,"0.5","block2","Consonant","block2","1",-319.375
11,44,"-0.5","block2","Vowel","block2","1",-132.375
11,45,"-0.5","block2","Vowel","block2","1",322.625
11,46,"0.5","block2","Consonant","block2","1",-100.375
11,47,"-0.5","block2","Vowel","block2","1",461.625
11,48,"0.5","block2","Consonant","block2","1",-250.375
11,49,"-0.5","block2","Vowel","block2","1",-111.375
11,50,"0.5","block2","Consonant","block2","1",-210.375
11,51,"-0.5","block2","Vowel","block2","1",-294.375
11,52,"0.5","block2","Consonant","block2","1",184.625
11,53,"-0.5","block2","Vowel","block2","1",-293.375
11,54,"0.5","block2","Consonant","block2","1",-417.375
11,55,"0.5","block2","Consonant","block2","1",-192.375
11,56,"-0.5","block2","Vowel","block2","1",-415.375
11,57,"0.5","block2","Consonant","block2","1",-320.375
11,58,"-0.5","block2","Vowel","block2","1",-508.375
11,59,"-0.5","block2","Vowel","block2","1",65.625
11,60,"0.5","block2","Consonant","block2","1",266.625
11,61,"0.5","block2","Consonant","block2","1",-88.375
11,62,"-0.5","block2","Vowel","block2","1",-111.375
11,63,"-0.5","block2","Vowel","block2","1",-136.375
11,64,"0.5","block2","Consonant","block2","1",-139.375
11,65,"-0.5","block3","Vowel","block3","1",-525.375
11,66,"0.5","block3","Consonant","block3","1",-761.375
11,67,"0.5","block3","Consonant","block3","1",-723.375
11,68,"-0.5","block3","Vowel","block3","1",-718.375
11,69,"0.5","block3","Consonant","block3","1",-774.375
11,70,"-0.5","block3","Vowel","block3","1",-712.375
11,71,"0.5","block3","Consonant","block3","1",-917.375
11,72,"-0.5","block3","Vowel","block3","1",-756.375
11,73,"0.5","block3","Consonant","block3","1",-821.375
11,74,"-0.5","block3","Vowel","block3","1",-794.375
11,75,"-0.5","block3","Vowel","block3","1",-728.375
11,76,"0.5","block3","Consonant","block3","1",-543.375
11,77,"0.5","block3","Consonant","block3","1",-736.375
11,78,"-0.5","block3","Vowel","block3","1",-688.375
11,79,"-0.5","block3","Vowel","block3","1",-816.375
11,80,"0.5","block3","Consonant","block3","1",-748.375
11,81,"-0.5","block3","Vowel","block3","1",-911.375
11,82,"0.5","block3","Consonant","block3","1",-922.375
11,83,"-0.5","block3","Vowel","block3","1",-888.375
11,84,"0.5","block3","Consonant","block3","1",-678.375
11,85,"-0.5","block3","Vowel","block3","1",-729.375
11,86,"0.5","block3","Consonant","block3","1",-840.375
11,87,"-0.5","block3","Vowel","block3","1",NA
11,88,"0.5","block3","Consonant","block3","1",-129.375
11,89,"0.5","block3","Consonant","block3","1",-411.375
11,90,"-0.5","block3","Vowel","block3","1",-600.375
11,91,"-0.5","block3","Vowel","block3","1",-881.375
11,92,"0.5","block3","Consonant","block3","0",-638.375
11,93,"0.5","block3","Consonant","block3","1",-759.375
11,94,"-0.5","block3","Vowel","block3","1",-705.375
11,95,"0.5","block3","Consonant","block3","1",-826.375
11,96,"-0.5","block3","Vowel","block3","1",-871.375
12,1,"0.5","block1","Consonant","block1","1",-1.125
12,2,"-0.5","block1","Vowel","block1","1",-725.125
12,3,"-0.5","block1","Vowel","block1","1",61.875
12,4,"0.5","block1","Consonant","block1","0",1092.875
12,5,"0.5","block1","Consonant","block1","1",-346.125
12,6,"-0.5","block1","Vowel","block1","0",438.875
12,7,"0.5","block1","Consonant","block1","1",26.875
12,8,"-0.5","block1","Vowel","block1","1",1157.875
12,9,"-0.5","block1","Vowel","block1","1",2701.875
12,10,"0.5","block1","Consonant","block1","1",512.875
12,11,"-0.5","block1","Vowel","block1","1",437.875
12,12,"0.5","block1","Consonant","block1","1",221.875
12,13,"0.5","block1","Consonant","block1","0",364.875
12,14,"-0.5","block1","Vowel","block1","1",1090.875
12,15,"-0.5","block1","Vowel","block1","1",-164.125
12,16,"0.5","block1","Consonant","block1","1",714.875
12,17,"-0.5","block1","Vowel","block1","1",158.875
12,18,"0.5","block1","Consonant","block1","1",-662.125
12,19,"0.5","block1","Consonant","block1","1",-434.125
12,20,"-0.5","block1","Vowel","block1","1",-695.125
12,21,"0.5","block1","Consonant","block1","1",-522.125
12,22,"-0.5","block1","Vowel","block1","1",-556.125
12,23,"-0.5","block1","Vowel","block1","1",-729.125
12,24,"0.5","block1","Consonant","block1","1",-614.125
12,25,"0.5","block1","Consonant","block1","1",-108.125
12,26,"-0.5","block1","Vowel","block1","1",-887.125
12,27,"-0.5","block1","Vowel","block1","1",-796.125
12,28,"0.5","block1","Consonant","block1","0",-464.125
12,29,"-0.5","block1","Vowel","block1","1",-632.125
12,30,"0.5","block1","Consonant","block1","1",-545.125
12,31,"0.5","block1","Consonant","block1","1",-155.125
12,32,"-0.5","block1","Vowel","block1","0",-462.125
12,33,"-0.5","block2","Vowel","block2","1",-451
12,34,"0.5","block2","Consonant","block2","1",287
12,35,"-0.5","block2","Vowel","block2","1",438
12,36,"0.5","block2","Consonant","block2","1",-26
12,37,"0.5","block2","Consonant","block2","1",-84
12,38,"-0.5","block2","Vowel","block2","1",1263
12,39,"-0.5","block2","Vowel","block2","1",65
12,40,"0.5","block2","Consonant","block2","0",-38
12,41,"0.5","block2","Consonant","block2","1",-164
12,42,"-0.5","block2","Vowel","block2","1",-292
12,43,"0.5","block2","Consonant","block2","1",-144
12,44,"-0.5","block2","Vowel","block2","0",734
12,45,"-0.5","block2","Vowel","block2","0",-253
12,46,"0.5","block2","Consonant","block2","1",-255
12,47,"-0.5","block2","Vowel","block2","0",-380
12,48,"0.5","block2","Consonant","block2","1",-358
12,49,"-0.5","block2","Vowel","block2","1",-131
12,50,"0.5","block2","Consonant","block2","0",697
12,51,"-0.5","block2","Vowel","block2","1",-327
12,52,"0.5","block2","Consonant","block2","1",-412
12,53,"-0.5","block2","Vowel","block2","1",-241
12,54,"0.5","block2","Consonant","block2","1",-425
12,55,"0.5","block2","Consonant","block2","1",200
12,56,"-0.5","block2","Vowel","block2","0",-354
12,57,"0.5","block2","Consonant","block2","1",-285
12,58,"-0.5","block2","Vowel","block2","1",-366
12,59,"-0.5","block2","Vowel","block2","0",356
12,60,"0.5","block2","Consonant","block2","0",-252
12,61,"0.5","block2","Consonant","block2","0",-101
12,62,"-0.5","block2","Vowel","block2","1",-168
12,63,"-0.5","block2","Vowel","block2","1",78
12,64,"0.5","block2","Consonant","block2","1",-531
12,65,"-0.5","block3","Vowel","block3","0",-477.25
12,66,"0.5","block3","Consonant","block3","1",-556.25
12,67,"0.5","block3","Consonant","block3","0",-99.25
12,68,"-0.5","block3","Vowel","block3","1",-200.25
12,69,"0.5","block3","Consonant","block3","1",-134.25
12,70,"-0.5","block3","Vowel","block3","1",-252.25
12,71,"0.5","block3","Consonant","block3","1",-390.25
12,72,"-0.5","block3","Vowel","block3","1",-484.25
12,73,"0.5","block3","Consonant","block3","1",-489.25
12,74,"-0.5","block3","Vowel","block3","1",-375.25
12,75,"-0.5","block3","Vowel","block3","1",-517.25
12,76,"0.5","block3","Consonant","block3","1",198.75
12,77,"0.5","block3","Consonant","block3","1",-500.25
12,78,"-0.5","block3","Vowel","block3","1",152.75
12,79,"-0.5","block3","Vowel","block3","1",-468.25
12,80,"0.5","block3","Consonant","block3","1",-200.25
12,81,"-0.5","block3","Vowel","block3","1",-322.25
12,82,"0.5","block3","Consonant","block3","1",-409.25
12,83,"-0.5","block3","Vowel","block3","0",-341.25
12,84,"0.5","block3","Consonant","block3","1",363.75
12,85,"-0.5","block3","Vowel","block3","1",-427.25
12,86,"0.5","block3","Consonant","block3","1",-143.25
12,87,"-0.5","block3","Vowel","block3","0",-320.25
12,88,"0.5","block3","Consonant","block3","1",707.75
12,89,"0.5","block3","Consonant","block3","1",-329.25
12,90,"-0.5","block3","Vowel","block3","1",-262.25
12,91,"-0.5","block3","Vowel","block3","1",-265.25
12,92,"0.5","block3","Consonant","block3","1",-347.25
12,93,"0.5","block3","Consonant","block3","1",-196.25
12,94,"-0.5","block3","Vowel","block3","1",-305.25
12,95,"0.5","block3","Consonant","block3","1",-648.25
12,96,"-0.5","block3","Vowel","block3","1",-191.25
13,1,"0.5","block1","Consonant","block1","1",519
13,2,"-0.5","block1","Vowel","block1","1",-150
13,3,"-0.5","block1","Vowel","block1","0",2012
13,4,"0.5","block1","Consonant","block1","1",-209
13,5,"0.5","block1","Consonant","block1","0",-349
13,6,"-0.5","block1","Vowel","block1","1",177
13,7,"0.5","block1","Consonant","block1","1",595
13,8,"-0.5","block1","Vowel","block1","1",-73
13,9,"-0.5","block1","Vowel","block1","0",284
13,10,"0.5","block1","Consonant","block1","0",636
13,11,"-0.5","block1","Vowel","block1","1",-300
13,12,"0.5","block1","Consonant","block1","0",410
13,13,"0.5","block1","Consonant","block1","0",-263
13,14,"-0.5","block1","Vowel","block1","1",3390
13,15,"-0.5","block1","Vowel","block1","0",-240
13,16,"0.5","block1","Consonant","block1","0",128
13,17,"-0.5","block1","Vowel","block1","1",-574
13,18,"0.5","block1","Consonant","block1","1",1489
13,19,"0.5","block1","Consonant","block1","1",188
13,20,"-0.5","block1","Vowel","block1","1",-734
13,21,"0.5","block1","Consonant","block1","1",-50
13,22,"-0.5","block1","Vowel","block1","1",1573
13,23,"-0.5","block1","Vowel","block1","1",-544
13,24,"0.5","block1","Consonant","block1","1",-263
13,25,"0.5","block1","Consonant","block1","1",-152
13,26,"-0.5","block1","Vowel","block1","1",-437
13,27,"-0.5","block1","Vowel","block1","1",-115
13,28,"0.5","block1","Consonant","block1","1",820
13,29,"-0.5","block1","Vowel","block1","1",1028
13,30,"0.5","block1","Consonant","block1","1",1940
13,31,"0.5","block1","Consonant","block1","0",1173
13,32,"-0.5","block1","Vowel","block1","1",-477
13,33,"-0.5","block2","Vowel","block2","1",-456.75
13,34,"0.5","block2","Consonant","block2","0",-287.75
13,35,"-0.5","block2","Vowel","block2","0",393.25
13,36,"0.5","block2","Consonant","block2","1",148.25
13,37,"0.5","block2","Consonant","block2","0",649.25
13,38,"-0.5","block2","Vowel","block2","1",-101.75
13,39,"-0.5","block2","Vowel","block2","1",669.25
13,40,"0.5","block2","Consonant","block2","1",-512.75
13,41,"0.5","block2","Consonant","block2","1",581.25
13,42,"-0.5","block2","Vowel","block2","1",-503.75
13,43,"0.5","block2","Consonant","block2","1",-305.75
13,44,"-0.5","block2","Vowel","block2","0",-296.75
13,45,"-0.5","block2","Vowel","block2","0",-231.75
13,46,"0.5","block2","Consonant","block2","1",2131.25
13,47,"-0.5","block2","Vowel","block2","0",-528.75
13,48,"0.5","block2","Consonant","block2","1",14.25
13,49,"-0.5","block2","Vowel","block2","1",-329.75
13,50,"0.5","block2","Consonant","block2","0",883.25
13,51,"-0.5","block2","Vowel","block2","1",-321.75
13,52,"0.5","block2","Consonant","block2","1",196.25
13,53,"-0.5","block2","Vowel","block2","1",-306.75
13,54,"0.5","block2","Consonant","block2","1",-378.75
13,55,"0.5","block2","Consonant","block2","0",-255.75
13,56,"-0.5","block2","Vowel","block2","1",-270.75
13,57,"0.5","block2","Consonant","block2","1",-212.75
13,58,"-0.5","block2","Vowel","block2","1",-431.75
13,59,"-0.5","block2","Vowel","block2","0",-399.75
13,60,"0.5","block2","Consonant","block2","0",747.25
13,61,"0.5","block2","Consonant","block2","1",924.25
13,62,"-0.5","block2","Vowel","block2","1",-308.75
13,63,"-0.5","block2","Vowel","block2","1",-571.75
13,64,"0.5","block2","Consonant","block2","0",-308.75
13,65,"-0.5","block3","Vowel","block3","0",-256.125
13,66,"0.5","block3","Consonant","block3","0",160.875
13,67,"0.5","block3","Consonant","block3","1",1809.875
13,68,"-0.5","block3","Vowel","block3","1",-620.125
13,69,"0.5","block3","Consonant","block3","0",-573.125
13,70,"-0.5","block3","Vowel","block3","1",-289.125
13,71,"0.5","block3","Consonant","block3","0",8.875
13,72,"-0.5","block3","Vowel","block3","1",-691.125
13,73,"0.5","block3","Consonant","block3","1",2849.875
13,74,"-0.5","block3","Vowel","block3","1",-726.125
13,75,"-0.5","block3","Vowel","block3","1",-277.125
13,76,"0.5","block3","Consonant","block3","1",292.875
13,77,"0.5","block3","Consonant","block3","0",804.875
13,78,"-0.5","block3","Vowel","block3","1",-308.125
13,79,"-0.5","block3","Vowel","block3","0",-264.125
13,80,"0.5","block3","Consonant","block3","0",-460.125
13,81,"-0.5","block3","Vowel","block3","1",-38.125
13,82,"0.5","block3","Consonant","block3","1",-163.125
13,83,"-0.5","block3","Vowel","block3","1",-478.125
13,84,"0.5","block3","Consonant","block3","1",417.875
13,85,"-0.5","block3","Vowel","block3","1",-479.125
13,86,"0.5","block3","Consonant","block3","1",554.875
13,87,"-0.5","block3","Vowel","block3","0",-614.125
13,88,"0.5","block3","Consonant","block3","1",1809.875
13,89,"0.5","block3","Consonant","block3","1",1092.875
13,90,"-0.5","block3","Vowel","block3","1",NA
13,91,"-0.5","block3","Vowel","block3","1",-582.125
13,92,"0.5","block3","Consonant","block3","1",-121.125
13,93,"0.5","block3","Consonant","block3","1",2908.875
13,94,"-0.5","block3","Vowel","block3","1",-567.125
13,95,"0.5","block3","Consonant","block3","0",154.875
13,96,"-0.5","block3","Vowel","block3","1",-530.125
14,1,"0.5","block1","Consonant","block1","0",NA
14,2,"-0.5","block1","Vowel","block1","1",157.5
14,3,"-0.5","block1","Vowel","block1","1",4993.5
14,4,"0.5","block1","Consonant","block1","0",-332.5
14,5,"0.5","block1","Consonant","block1","1",554.5
14,6,"-0.5","block1","Vowel","block1","1",610.5
14,7,"0.5","block1","Consonant","block1","0",260.5
14,8,"-0.5","block1","Vowel","block1","1",-396.5
14,9,"-0.5","block1","Vowel","block1","1",2562.5
14,10,"0.5","block1","Consonant","block1","1",-0.5
14,11,"-0.5","block1","Vowel","block1","1",458.5
14,12,"0.5","block1","Consonant","block1","1",-484.5
14,13,"0.5","block1","Consonant","block1","1",541.5
14,14,"-0.5","block1","Vowel","block1","1",2112.5
14,15,"-0.5","block1","Vowel","block1","1",117.5
14,16,"0.5","block1","Consonant","block1","1",-174.5
14,17,"-0.5","block1","Vowel","block1","1",-448.5
14,18,"0.5","block1","Consonant","block1","1",86.5
14,19,"0.5","block1","Consonant","block1","1",-440.5
14,20,"-0.5","block1","Vowel","block1","1",119.5
14,21,"0.5","block1","Consonant","block1","1",-603.5
14,22,"-0.5","block1","Vowel","block1","1",237.5
14,23,"-0.5","block1","Vowel","block1","1",-744.5
14,24,"0.5","block1","Consonant","block1","1",-430.5
14,25,"0.5","block1","Consonant","block1","1",-2.5
14,26,"-0.5","block1","Vowel","block1","1",-120.5
14,27,"-0.5","block1","Vowel","block1","1",-566.5
14,28,"0.5","block1","Consonant","block1","1",-225.5
14,29,"-0.5","block1","Vowel","block1","1",-490.5
14,30,"0.5","block1","Consonant","block1","1",245.5
14,31,"0.5","block1","Consonant","block1","1",135.5
14,32,"-0.5","block1","Vowel","block1","1",69.5
14,33,"-0.5","block2","Vowel","block2","1",-540.375
14,34,"0.5","block2","Consonant","block2","1",-746.375
14,35,"-0.5","block2","Vowel","block2","1",-716.375
14,36,"0.5","block2","Consonant","block2","1",-783.375
14,37,"0.5","block2","Consonant","block2","0",-761.375
14,38,"-0.5","block2","Vowel","block2","1",554.625
14,39,"-0.5","block2","Vowel","block2","1",-436.375
14,40,"0.5","block2","Consonant","block2","1",NA
14,41,"0.5","block2","Consonant","block2","1",-819.375
14,42,"-0.5","block2","Vowel","block2","1",-594.375
14,43,"0.5","block2","Consonant","block2","1",-643.375
14,44,"-0.5","block2","Vowel","block2","1",-719.375
14,45,"-0.5","block2","Vowel","block2","1",-54.375
14,46,"0.5","block2","Consonant","block2","1",-864.375
14,47,"-0.5","block2","Vowel","block2","1",483.625
14,48,"0.5","block2","Consonant","block2","1",-544.375
14,49,"-0.5","block2","Vowel","block2","1",-608.375
14,50,"0.5","block2","Consonant","block2","1",-649.375
14,51,"-0.5","block2","Vowel","block2","1",-296.375
14,52,"0.5","block2","Consonant","block2","1",-1025.375
14,53,"-0.5","block2","Vowel","block2","1",-1005.375
14,54,"0.5","block2","Consonant","block2","1",-889.375
14,55,"0.5","block2","Consonant","block2","1",-597.375
14,56,"-0.5","block2","Vowel","block2","1",-813.375
14,57,"0.5","block2","Consonant","block2","1",-955.375
14,58,"-0.5","block2","Vowel","block2","1",-756.375
14,59,"-0.5","block2","Vowel","block2","1",-664.375
14,60,"0.5","block2","Consonant","block2","1",-768.375
14,61,"0.5","block2","Consonant","block2","1",-733.375
14,62,"-0.5","block2","Vowel","block2","1",-727.375
14,63,"-0.5","block2","Vowel","block2","1",-1020.375
14,64,"0.5","block2","Consonant","block2","1",-994.375
14,65,"-0.5","block3","Vowel","block3","1",-364.75
14,66,"0.5","block3","Consonant","block3","1",-321.75
14,67,"0.5","block3","Consonant","block3","1",-845.75
14,68,"-0.5","block3","Vowel","block3","1",-608.75
14,69,"0.5","block3","Consonant","block3","1",-658.75
14,70,"-0.5","block3","Vowel","block3","1",-575.75
14,71,"0.5","block3","Consonant","block3","1",-765.75
14,72,"-0.5","block3","Vowel","block3","1",-743.75
14,73,"0.5","block3","Consonant","block3","1",-766.75
14,74,"-0.5","block3","Vowel","block3","1",-834.75
14,75,"-0.5","block3","Vowel","block3","1",-792.75
14,76,"0.5","block3","Consonant","block3","1",-886.75
14,77,"0.5","block3","Consonant","block3","1",-654.75
14,78,"-0.5","block3","Vowel","block3","1",-719.75
14,79,"-0.5","block3","Vowel","block3","1",147.25
14,80,"0.5","block3","Consonant","block3","1",-567.75
14,81,"-0.5","block3","Vowel","block3","1",-784.75
14,82,"0.5","block3","Consonant","block3","1",-682.75
14,83,"-0.5","block3","Vowel","block3","1",-777.75
14,84,"0.5","block3","Consonant","block3","1",-764.75
14,85,"-0.5","block3","Vowel","block3","1",117.25
14,86,"0.5","block3","Consonant","block3","1",-4.75
14,87,"-0.5","block3","Vowel","block3","1",253.25
14,88,"0.5","block3","Consonant","block3","1",-261.75
14,89,"0.5","block3","Consonant","block3","1",-747.75
14,90,"-0.5","block3","Vowel","block3","1",-743.75
14,91,"-0.5","block3","Vowel","block3","1",556.25
14,92,"0.5","block3","Consonant","block3","1",-539.75
14,93,"0.5","block3","Consonant","block3","1",-270.75
14,94,"-0.5","block3","Vowel","block3","1",-760.75
14,95,"0.5","block3","Consonant","block3","1",-76.75
14,96,"-0.5","block3","Vowel","block3","1",-731.75
15,1,"0.5","block1","Consonant","block1","0",1315
15,2,"-0.5","block1","Vowel","block1","1",421
15,3,"-0.5","block1","Vowel","block1","1",2727
15,4,"0.5","block1","Consonant","block1","1",-523
15,5,"0.5","block1","Consonant","block1","1",297
15,6,"-0.5","block1","Vowel","block1","1",472
15,7,"0.5","block1","Consonant","block1","0",4144
15,8,"-0.5","block1","Vowel","block1","1",2307
15,9,"-0.5","block1","Vowel","block1","1",1525
15,10,"0.5","block1","Consonant","block1","1",43
15,11,"-0.5","block1","Vowel","block1","1",1257
15,12,"0.5","block1","Consonant","block1","0",1576
15,13,"0.5","block1","Consonant","block1","1",3356
15,14,"-0.5","block1","Vowel","block1","0",196
15,15,"-0.5","block1","Vowel","block1","0",-471
15,16,"0.5","block1","Consonant","block1","1",1732
15,17,"-0.5","block1","Vowel","block1","1",180
15,18,"0.5","block1","Consonant","block1","1",41
15,19,"0.5","block1","Consonant","block1","1",-442
15,20,"-0.5","block1","Vowel","block1","1",-12
15,21,"0.5","block1","Consonant","block1","1",-269
15,22,"-0.5","block1","Vowel","block1","1",381
15,23,"-0.5","block1","Vowel","block1","1",1046
15,24,"0.5","block1","Consonant","block1","1",-440
15,25,"0.5","block1","Consonant","block1","1",2183
15,26,"-0.5","block1","Vowel","block1","1",-421
15,27,"-0.5","block1","Vowel","block1","1",392
15,28,"0.5","block1","Consonant","block1","1",-407
15,29,"-0.5","block1","Vowel","block1","1",4
15,30,"0.5","block1","Consonant","block1","1",1118
15,31,"0.5","block1","Consonant","block1","1",254
15,32,"-0.5","block1","Vowel","block1","1",-194
15,33,"-0.5","block2","Vowel","block2","1",1286.5
15,34,"0.5","block2","Consonant","block2","0",65.5
15,35,"-0.5","block2","Vowel","block2","1",637.5
15,36,"0.5","block2","Consonant","block2","1",-487.5
15,37,"0.5","block2","Consonant","block2","0",117.5
15,38,"-0.5","block2","Vowel","block2","1",3329.5
15,39,"-0.5","block2","Vowel","block2","1",316.5
15,40,"0.5","block2","Consonant","block2","1",1146.5
15,41,"0.5","block2","Consonant","block2","1",171.5
15,42,"-0.5","block2","Vowel","block2","1",949.5
15,43,"0.5","block2","Consonant","block2","0",-308.5
15,44,"-0.5","block2","Vowel","block2","1",656.5
15,45,"-0.5","block2","Vowel","block2","0",471.5
15,46,"0.5","block2","Consonant","block2","1",306.5
15,47,"-0.5","block2","Vowel","block2","1",-244.5
15,48,"0.5","block2","Consonant","block2","0",-513.5
15,49,"-0.5","block2","Vowel","block2","1",329.5
15,50,"0.5","block2","Consonant","block2","0",-367.5
15,51,"-0.5","block2","Vowel","block2","0",2809.5
15,52,"0.5","block2","Consonant","block2","1",-219.5
15,53,"-0.5","block2","Vowel","block2","1",564.5
15,54,"0.5","block2","Consonant","block2","1",-482.5
15,55,"0.5","block2","Consonant","block2","0",-406.5
15,56,"-0.5","block2","Vowel","block2","1",-338.5
15,57,"0.5","block2","Consonant","block2","1",145.5
15,58,"-0.5","block2","Vowel","block2","1",-402.5
15,59,"-0.5","block2","Vowel","block2","0",1608.5
15,60,"0.5","block2","Consonant","block2","1",989.5
15,61,"0.5","block2","Consonant","block2","1",-468.5
15,62,"-0.5","block2","Vowel","block2","1",-20.5
15,63,"-0.5","block2","Vowel","block2","1",-130.5
15,64,"0.5","block2","Consonant","block2","1",234.5
15,65,"-0.5","block3","Vowel","block3","1",57.75
15,66,"0.5","block3","Consonant","block3","1",67.75
15,67,"0.5","block3","Consonant","block3","1",-420.25
15,68,"-0.5","block3","Vowel","block3","1",-433.25
15,69,"0.5","block3","Consonant","block3","0",514.75
15,70,"-0.5","block3","Vowel","block3","1",-298.25
15,71,"0.5","block3","Consonant","block3","1",-196.25
15,72,"-0.5","block3","Vowel","block3","1",-536.25
15,73,"0.5","block3","Consonant","block3","1",-252.25
15,74,"-0.5","block3","Vowel","block3","1",-631.25
15,75,"-0.5","block3","Vowel","block3","1",-650.25
15,76,"0.5","block3","Consonant","block3","1",-653.25
15,77,"0.5","block3","Consonant","block3","1",-233.25
15,78,"-0.5","block3","Vowel","block3","0",-417.25
15,79,"-0.5","block3","Vowel","block3","1",-76.25
15,80,"0.5","block3","Consonant","block3","1",1348.75
15,81,"-0.5","block3","Vowel","block3","1",-212.25
15,82,"0.5","block3","Consonant","block3","1",-470.25
15,83,"-0.5","block3","Vowel","block3","1",268.75
15,84,"0.5","block3","Consonant","block3","1",-723.25
15,85,"-0.5","block3","Vowel","block3","1",-629.25
15,86,"0.5","block3","Consonant","block3","1",-361.25
15,87,"-0.5","block3","Vowel","block3","1",-62.25
