subject,condition,block,group,item,word,accuracy,raw_rt,removed_rt,rt
9,target1,block2,13,64,growth,1,937,937,-975
9,filler,block2,13,65,cheek,1,1912,1912,
9,target2,block2,14,66,pat,1,889,889,-451
9,target1,block2,14,67,think,1,868,868,-472
9,target1,block2,14,68,sought,1,3926,NA,
9,target2,block2,14,69,cap,1,954,954,-386
9,filler,block2,14,70,fool,1,1340,1340,
9,target1,block2,15,71,pass,1,1125,1125,108
9,target2,block2,15,72,map,1,1015,1015,-2
9,target2,block2,15,73,bod,1,1070,1070,53
9,target1,block2,15,74,thigh,1,1026,1026,9
9,filler,block2,15,75,money,1,1017,1017,
9,target1,block2,16,76,myth,1,1092,1092,-101
9,target2,block2,16,77,battle,1,2811,NA,
9,target2,block2,16,78,block,1,1169,1169,-24
9,target1,block2,16,79,theme,1,1822,1822,629
9,filler,block2,16,80,devise,1,1193,1193,
9,target2,block3,17,81,bod,1,865,865,-502
9,target1,block3,17,82,thigh,1,862,862,-505
9,target1,block3,17,83,myth,1,1339,1339,-28
9,target2,block3,17,84,bond,1,886,886,-481
9,filler,block3,17,85,froze,1,1367,1367,
9,target1,block3,18,86,gross,1,1960,1960,728
9,target2,block3,18,87,cap,1,1090,1090,-142
9,target1,block3,18,88,sink,1,1288,1288,56
9,target2,block3,18,89,black,1,1169,1169,-63
9,filler,block3,18,90,hey,1,1232,1232,
9,target1,block3,19,91,thought,1,1416,1416,291
9,target2,block3,19,92,pat,1,1012,1012,-113
9,target2,block3,19,93,block,1,1043,1043,-82
9,target1,block3,19,94,path,1,823,823,-302
9,filler,block3,19,95,deal,1,1125,1125,
9,target1,block3,20,96,theme,1,824,824,-1060
9,target2,block3,20,97,foster,1,871,871,-1013
9,target2,block3,20,98,mop,1,933,933,-951
9,target1,block3,20,99,worse,1,1199,1199,-685
9,filler,block3,20,100,eyes,1,1884,1884,
9,target2,block3,21,101,band,1,1362,1362,379
9,target1,block3,21,102,miss,1,788,788,-195
9,target2,block3,21,103,bad,1,1138,1138,155
9,target1,block3,21,104,growth,1,906,906,-77
9,filler,block3,21,105,know,1,983,983,
9,target2,block3,22,106,map,1,1246,1246,-348
9,target1,block3,22,107,sigh,1,1334,1334,-260
9,target2,block3,22,108,bottle,1,1132,1132,-462
9,target1,block3,22,109,thought,0,1305,1305,-289
9,filler,block3,22,110,tide,1,1594,1594,
9,target1,block3,23,111,think,1,845,845,-845
9,target2,block3,23,112,cop,1,1647,1647,-43
9,target2,block3,23,113,pot,1,1178,1178,-512
9,target1,block3,23,114,worth,1,942,942,-748
9,filler,block3,23,115,men,1,1690,1690,
9,target1,block3,24,116,seem,1,1355,1355,174
9,target2,block3,24,117,faster,1,1031,1031,-150
9,target1,block3,24,118,pass,1,1169,1169,-12
9,target2,block3,24,119,battle,1,1460,1460,279
9,filler,block3,24,120,pention,1,1181,1181,
9,target2,block4,25,121,backs,1,1338,1338,-566
9,target1,block4,25,122,sing,1,1379,1379,-525
9,target2,block4,25,123,tap,1,1156,1156,-748
9,target1,block4,25,124,faith,1,1020,1020,-884
9,filler,block4,25,125,beat,1,1904,1904,
9,target1,block4,26,126,mouse,1,1496,1496,500
9,target2,block4,26,127,rock,1,1384,1384,388
9,target2,block4,26,128,hot,1,1698,1698,702
9,target1,block4,26,129,forth,1,1133,1133,137
9,filler,block4,26,130,hall,1,996,996,
9,target1,block4,27,131,thumb,1,1442,1442,40
9,target2,block4,27,132,lack,1,1893,1893,491
9,target1,block4,27,133,thick,0,3194,3194,1792
9,target2,block4,27,134,rot,1,1706,1706,304
9,filler,block4,27,135,resign,1,1402,1402,
9,target2,block4,28,136,stamp,0,1327,1327,-138
9,target1,block4,28,137,mass,1,1760,1760,295
9,target2,block4,28,138,sacks,1,1786,1786,321
9,target1,block4,28,139,thin,1,999,999,-466
9,filler,block4,28,140,meet,1,1465,1465,
9,target2,block4,29,141,rack,1,1694,1694,226
9,target1,block4,29,142,force,1,1634,1634,166
9,target2,block4,29,143,stamp,1,1289,1289,-179
9,target1,block4,29,144,math,1,1218,1218,-250
9,filler,block4,29,145,name,1,1468,1468,
9,target2,block4,30,146,box,1,1573,1573,707
9,target1,block4,30,147,thick,1,995,995,129
9,target1,block4,30,148,thing,1,3936,3936,3070
9,target2,block4,30,149,hat,1,778,778,-88
9,filler,block4,30,150,dime,1,866,866,
9,target1,block4,31,151,face,1,1433,1433,219
9,target2,block4,31,152,sacks,0,997,997,-217
9,target2,block4,31,153,rat,1,1457,1457,243
9,target1,block4,31,154,sin,1,941,941,-273
9,filler,block4,31,155,fold,1,1214,1214,
9,target1,block4,32,156,mouth,1,1126,1126,-266
9,target2,block4,32,157,top,1,919,919,-473
9,target2,block4,32,158,lock,1,1730,1730,338
9,target1,block4,32,159,some,1,1784,1784,392
9,filler,block4,32,160,post,1,1392,1392,
10,target1,block1,1,1,sought,0,9999,NA,
10,target2,block1,1,2,black,1,1138,1138,-817
10,target2,block1,1,3,battle,0,2549,2549,594
10,target1,block1,1,4,think,1,1907,1907,-48
10,filler,block1,1,5,fell,1,1955,1955,
10,target1,block1,2,6,theme,1,965,965,-1138
10,target2,block1,2,7,faster,1,1363,1363,-740
10,target1,block1,2,8,worth,1,2294,2294,191
10,target2,block1,2,9,band,1,3090,3090,987
10,filler,block1,2,10,leak,1,2103,2103,
10,target2,block1,3,11,cop,1,1455,1455,376
10,target1,block1,3,12,pass,1,1411,1411,332
10,target2,block1,3,13,pat,1,936,936,-143
10,target1,block1,3,14,thigh,1,5108,5108,4029
10,filler,block1,3,15,tick,1,1079,1079,
10,target1,block1,4,16,growth,0,2016,2016,390
10,target2,block1,4,17,bod,1,4288,4288,2662
10,target2,block1,4,18,mop,1,1180,1180,-446
10,target1,block1,4,19,myth,1,1143,1143,-483
10,filler,block1,4,20,core,1,1626,1626,
10,target2,block1,5,21,foster,1,1586,1586,862
10,target1,block1,5,22,seem,1,1377,1377,653
10,target1,block1,5,23,path,1,1459,1459,735
10,target2,block1,5,24,block,1,1026,1026,302
10,filler,block1,5,25,tear,1,724,724,
10,target1,block1,6,26,growth,1,1965,1965,395
10,target2,block1,6,27,bond,1,1335,1335,-235
10,target2,block1,6,28,bad,1,848,848,-722
10,target1,block1,6,29,myth,0,3609,3609,2039
10,filler,block1,6,30,male,1,1570,1570,
10,target1,block1,7,31,sought,1,2230,2230,1060
10,target2,block1,7,32,cap,1,813,813,-357
10,target2,block1,7,33,map,1,638,638,-532
10,target1,block1,7,34,worse,1,1278,1278,108
10,filler,block1,7,35,guest,1,1170,1170,
10,target2,block1,8,36,battle,1,2579,2579,1647
10,target1,block1,8,37,sigh,1,1237,1237,305
10,target1,block1,8,38,sink,1,864,864,-68
10,target2,block1,8,39,pot,1,1050,1050,118
10,filler,block1,8,40,dental,1,932,932,
10,target2,block2,9,41,black,1,1456,1456,-269
10,target1,block2,9,42,sink,1,741,741,-984
10,target2,block2,9,43,foster,1,1036,1036,-689
10,target1,block2,9,44,path,1,6029,6029,4304
10,filler,block2,9,45,buy,1,1725,1725,
10,target1,block2,10,46,growth,0,1642,1642,598
10,target2,block2,10,47,pot,1,6247,6247,5203
10,target2,block2,10,48,bond,1,683,683,-361
10,target1,block2,10,49,worth,1,875,875,-169
10,filler,block2,10,50,near,1,1044,1044,
10,target1,block2,11,51,seem,1,1005,1005,-362
10,target2,block2,11,52,bad,1,1201,1201,-166
10,target1,block2,11,53,sigh,1,802,802,-565
10,target2,block2,11,54,cop,1,830,830,-537
10,filler,block2,11,55,tense,1,1367,1367,
10,target2,block2,12,56,bottle,1,926,926,-418
10,target1,block2,12,57,myth,0,1149,1149,-195
10,target2,block2,12,58,mop,1,1368,1368,24
10,target1,block2,12,59,thought,1,913,913,-431
10,filler,block2,12,60,peach,1,1344,1344,
10,target2,block2,13,61,faster,1,818,818,-1039
10,target1,block2,13,62,worse,1,3698,3698,1841
10,target2,block2,13,63,band,1,797,797,-1060
10,target1,block2,13,64,growth,1,789,789,-1068
10,filler,block2,13,65,cheek,1,1857,1857,
10,target2,block2,14,66,pat,1,930,930,-928
10,target1,block2,14,67,think,1,565,565,-1293
10,target1,block2,14,68,thought,0,3967,3967,2109
10,target2,block2,14,69,cap,1,614,614,-1244
10,filler,block2,14,70,fool,1,1858,1858,
10,target1,block2,15,71,pass,1,1022,1022,285
10,target2,block2,15,72,map,1,565,565,-172
10,target2,block2,15,73,bod,1,1007,1007,270
10,target1,block2,15,74,thigh,1,926,926,189
10,filler,block2,15,75,money,1,737,737,
10,target1,block2,16,76,myth,1,1833,1833,886
10,target2,block2,16,77,bottle,0,4770,4770,3823
10,target2,block2,16,78,block,1,857,857,-90
10,target1,block2,16,79,theme,1,733,733,-214
10,filler,block2,16,80,devise,1,947,947,
10,target2,block3,17,81,bod,1,2528,2528,1444
10,target1,block3,17,82,sigh,0,2700,2700,1616
10,target1,block3,17,83,miss,0,1742,1742,658
10,target2,block3,17,84,bond,1,651,651,-433
10,filler,block3,17,85,froze,1,1084,1084,
10,target1,block3,18,86,gross,1,1332,1332,509
10,target2,block3,18,87,cap,1,838,838,15
10,target1,block3,18,88,sink,1,1373,1373,550
10,target2,block3,18,89,black,1,2425,2425,1602
10,filler,block3,18,90,hey,1,823,823,
10,target1,block3,19,91,thought,1,1230,1230,-145
10,target2,block3,19,92,pat,1,717,717,-658
10,target2,block3,19,93,block,1,1116,1116,-259
10,target1,block3,19,94,path,1,828,828,-547
10,filler,block3,19,95,deal,1,1375,1375,
10,target1,block3,20,96,theme,1,716,716,-1676
10,target2,block3,20,97,foster,1,699,699,-1693
10,target2,block3,20,98,mop,1,475,475,-1917
10,target1,block3,20,99,worth,0,2129,2129,-263
10,filler,block3,20,100,eyes,1,2392,2392,
10,target2,block3,21,101,band,1,634,634,-456
10,target1,block3,21,102,miss,1,940,940,-150
10,target2,block3,21,103,bad,1,783,783,-307
10,target1,block3,21,104,growth,1,1109,1109,19
10,filler,block3,21,105,know,1,1090,1090,
10,target2,block3,22,106,map,1,630,630,-64
10,target1,block3,22,107,sigh,1,613,613,-81
10,target2,block3,22,108,bottle,1,1424,1424,730
10,target1,block3,22,109,sought,1,1051,1051,357
10,filler,block3,22,110,tight,0,694,694,
10,target1,block3,23,111,think,1,4319,4319,3567
10,target2,block3,23,112,cop,1,805,805,53
10,target2,block3,23,113,pot,1,704,704,-48
10,target1,block3,23,114,worth,1,1336,1336,584
10,filler,block3,23,115,men,1,752,752,
10,target1,block3,24,116,seem,1,3528,3528,1741
10,target2,block3,24,117,faster,1,619,619,-1168
10,target1,block3,24,118,pass,1,1043,1043,-744
10,target2,block3,24,119,battle,1,1497,1497,-290
10,filler,block3,24,120,pention,1,1787,1787,
10,target2,block4,25,121,backs,1,2176,2176,-2510
10,target1,block4,25,122,sing,1,635,635,-4051
10,target2,block4,25,123,tap,1,718,718,-3968
10,target1,block4,25,124,face,0,1204,1204,-3482
10,filler,block4,25,125,beat,1,4686,4686,
10,target1,block4,26,126,mouse,1,3358,3358,1750
10,target2,block4,26,127,rock,1,3412,3412,1804
10,target2,block4,26,128,hot,1,1359,1359,-249
10,target1,block4,26,129,force,0,3658,3658,2050
10,filler,block4,26,130,hall,1,1608,1608,
10,target1,block4,27,131,thumb,1,910,910,-432
10,target2,block4,27,132,lack,1,1140,1140,-202
10,target1,block4,27,133,sick,1,620,620,-722
10,target2,block4,27,134,rot,1,2493,2493,1151
10,filler,block4,27,135,resign,1,1342,1342,
10,target2,block4,28,136,stomp,1,4220,4220,1856
10,target1,block4,28,137,mass,1,1712,1712,-652
10,target2,block4,28,138,sacks,1,3486,3486,1122
10,target1,block4,28,139,thin,1,904,904,-1460
10,filler,block4,28,140,meet,1,2364,2364,
10,target2,block4,29,141,rack,1,5102,5102,4120
10,target1,block4,29,142,force,1,1076,1076,94
10,target2,block4,29,143,stamp,1,757,757,-225
10,target1,block4,29,144,math,1,873,873,-109
10,filler,block4,29,145,name,1,982,982,
10,target2,block4,30,146,box,1,694,694,-349
10,target1,block4,30,147,thick,1,704,704,-339
10,target1,block4,30,148,thing,1,1355,1355,312
10,target2,block4,30,149,hat,1,1186,1186,143
10,filler,block4,30,150,dime,1,1043,1043,
10,target1,block4,31,151,face,1,1557,1557,182
10,target2,block4,31,152,socks,1,1528,1528,153
10,target2,block4,31,153,rat,1,1003,1003,-372
10,target1,block4,31,154,sin,1,2731,2731,1356
10,filler,block4,31,155,fold,1,1375,1375,
10,target1,block4,32,156,mouth,1,1029,1029,-131
10,target2,block4,32,157,top,1,1460,1460,300
10,target2,block4,32,158,lock,1,1919,1919,759
10,target1,block4,32,159,some,1,1340,1340,180
10,filler,block4,32,160,post,1,1160,1160,
11,target1,block1,1,1,sought,0,3788,3788,674
11,target2,block1,1,2,black,1,1264,1264,-1850
11,target2,block1,1,3,bottle,1,2859,2859,-255
11,target1,block1,1,4,sink,0,1485,1485,-1629
11,filler,block1,1,5,fell,1,3114,3114,
11,target1,block1,2,6,theme,1,1507,1507,-942
11,target2,block1,2,7,faster,1,1388,1388,-1061
11,target1,block1,2,8,worse,0,5305,5305,2856
11,target2,block1,2,9,band,1,2488,2488,39
11,filler,block1,2,10,leak,1,2449,2449,
11,target2,block1,3,11,cop,1,1953,1953,160
11,target1,block1,3,12,pass,1,1973,1973,180
11,target2,block1,3,13,pat,1,1506,1506,-287
11,target1,block1,3,14,thigh,1,2462,2462,669
11,filler,block1,3,15,tick,1,1793,1793,
11,target1,block1,4,16,gross,1,1507,1507,167
11,target2,block1,4,17,bod,1,3666,3666,2326
11,target2,block1,4,18,mop,1,3459,3459,2119
11,target1,block1,4,19,myth,1,1748,1748,408
11,filler,block1,4,20,core,1,1340,1340,
11,target2,block1,5,21,foster,1,2602,2602,1641
11,target1,block1,5,22,seem,1,1163,1163,202
11,target1,block1,5,23,path,1,885,885,-76
11,target2,block1,5,24,block,1,1408,1408,447
11,filler,block1,5,25,tear,1,961,961,
11,target1,block1,6,26,growth,1,1487,1487,21
11,target2,block1,6,27,bond,1,998,998,-468
11,target2,block1,6,28,bad,1,1380,1380,-86
11,target1,block1,6,29,miss,1,1021,1021,-445
11,filler,block1,6,30,male,1,1466,1466,
11,target1,block1,7,31,sought,1,1486,1486,407
11,target2,block1,7,32,cap,1,767,767,-312
11,target2,block1,7,33,map,1,1435,1435,356
11,target1,block1,7,34,worse,1,1122,1122,43
11,filler,block1,7,35,guest,1,1079,1079,
11,target2,block1,8,36,battle,1,964,964,115
11,target1,block1,8,37,sigh,1,957,957,108
11,target1,block1,8,38,sink,1,720,720,-129
11,target2,block1,8,39,pot,1,953,953,104
11,filler,block1,8,40,dental,1,849,849,
11,target2,block2,9,41,black,1,1080,1080,86
11,target1,block2,9,42,sink,1,1099,1099,105
11,target2,block2,9,43,foster,1,1064,1064,70
11,target1,block2,9,44,path,1,758,758,-236
11,filler,block2,9,45,buy,1,994,994,
11,target1,block2,10,46,gross,1,962,962,20
11,target2,block2,10,47,pot,1,988,988,46
11,target2,block2,10,48,bond,1,679,679,-263
11,target1,block2,10,49,worse,0,2612,NA,
11,filler,block2,10,50,near,1,942,942,
11,target1,block2,11,51,seem,1,867,867,-721
11,target2,block2,11,52,bad,1,780,780,-808
11,target1,block2,11,53,sigh,1,762,762,-826
11,target2,block2,11,54,cop,1,949,949,-639
11,filler,block2,11,55,tense,1,1588,1588,
11,target2,block2,12,56,bottle,1,1404,1404,469
11,target1,block2,12,57,miss,1,981,981,46
11,target2,block2,12,58,mop,1,1543,1543,608
11,target1,block2,12,59,thought,1,831,831,-104
11,filler,block2,12,60,peach,1,935,935,
11,target2,block2,13,61,faster,1,970,970,-393
11,target1,block2,13,62,worse,1,871,871,-492
11,target2,block2,13,63,band,1,787,787,-576
11,target1,block2,13,64,growth,1,1266,1266,-97
11,filler,block2,13,65,cheek,1,1363,1363,
11,target2,block2,14,66,pat,1,788,788,-227
11,target1,block2,14,67,think,1,664,664,-351
11,target1,block2,14,68,sought,1,889,889,-126
11,target2,block2,14,69,cap,1,666,666,-349
11,filler,block2,14,70,fool,1,1015,1015,
11,target1,block2,15,71,pass,1,761,761,-8
11,target2,block2,15,72,map,1,573,573,-196
11,target2,block2,15,73,bod,1,1147,1147,378
11,target1,block2,15,74,thigh,1,1348,1348,579
11,filler,block2,15,75,money,1,769,769,
11,target1,block2,16,76,myth,1,993,993,-52
11,target2,block2,16,77,battle,1,970,970,-75
11,target2,block2,16,78,block,1,945,945,-100
11,target1,block2,16,79,theme,1,942,942,-103
11,filler,block2,16,80,devise,1,1045,1045,
11,target2,block3,17,81,bod,1,1012,1012,-3212
11,target1,block3,17,82,thigh,1,776,776,-3448
11,target1,block3,17,83,myth,1,814,814,-3410
11,target2,block3,17,84,bond,1,819,819,-3405
11,filler,block3,17,85,froze,1,4224,4224,
11,target1,block3,18,86,gross,1,763,763,-99
11,target2,block3,18,87,cap,1,825,825,-37
11,target1,block3,18,88,sink,1,620,620,-242
11,target2,block3,18,89,black,1,781,781,-81
11,filler,block3,18,90,hey,1,862,862,
11,target1,block3,19,91,thought,1,716,716,-19
11,target2,block3,19,92,pat,1,743,743,8
11,target2,block3,19,93,block,1,809,809,74
11,target1,block3,19,94,path,1,994,994,259
11,filler,block3,19,95,deal,1,735,735,
11,target1,block3,20,96,theme,1,801,801,-1306
11,target2,block3,20,97,foster,1,849,849,-1258
11,target2,block3,20,98,mop,1,721,721,-1386
11,target1,block3,20,99,worse,1,789,789,-1318
11,filler,block3,20,100,eyes,1,2107,2107,
11,target2,block3,21,101,band,1,626,626,-219
11,target1,block3,21,102,miss,1,615,615,-230
11,target2,block3,21,103,bad,1,649,649,-196
11,target1,block3,21,104,growth,1,859,859,14
11,filler,block3,21,105,know,1,845,845,
11,target2,block3,22,106,map,1,808,808,-382
11,target1,block3,22,107,sigh,1,697,697,-493
11,target2,block3,22,108,bottle,1,1523,NA,
11,target1,block3,22,109,sought,1,1408,1408,218
11,filler,block3,22,110,tide,1,1190,1190,
11,target1,block3,23,111,think,1,1126,1126,3
11,target2,block3,23,112,cop,1,937,937,-186
11,target2,block3,23,113,pot,1,656,656,-467
11,target1,block3,23,114,worse,0,899,899,-224
11,filler,block3,23,115,men,1,1123,1123,
11,target1,block3,24,116,seem,1,778,778,-435
11,target2,block3,24,117,faster,1,832,832,-381
11,target1,block3,24,118,pass,1,711,711,-502
11,target2,block3,24,119,battle,1,666,666,-547
11,filler,block3,24,120,pention,1,1213,1213,
11,target2,block4,25,121,backs,1,1631,1631,-1439
11,target1,block4,25,122,sing,1,988,988,-2082
11,target2,block4,25,123,tap,1,778,778,-2292
11,target1,block4,25,124,faith,1,1397,1397,-1673
11,filler,block4,25,125,beat,1,3070,3070,
11,target1,block4,26,126,mouse,1,1055,1055,-359
11,target2,block4,26,127,rock,1,2325,2325,911
11,target2,block4,26,128,hat,0,3506,3506,2092
11,target1,block4,26,129,forth,1,1621,1621,207
11,filler,block4,26,130,hall,1,1414,1414,
11,target1,block4,27,131,thumb,1,904,904,-1341
11,target2,block4,27,132,lack,1,1523,1523,-722
11,target1,block4,27,133,sick,1,1256,1256,-989
11,target2,block4,27,134,rat,0,4149,4149,1904
11,filler,block4,27,135,resign,1,2245,2245,
11,target2,block4,28,136,stomp,1,6550,6550,3499
11,target1,block4,28,137,mass,1,1196,1196,-1855
11,target2,block4,28,138,sacks,1,1880,1880,-1171
11,target1,block4,28,139,thin,1,1194,1194,-1857
11,filler,block4,28,140,meet,1,3051,3051,
11,target2,block4,29,141,rack,1,2609,2609,1551
11,target1,block4,29,142,force,1,2191,2191,1133
11,target2,block4,29,143,stamp,1,1328,1328,270
11,target1,block4,29,144,math,1,1110,1110,52
11,filler,block4,29,145,name,1,1058,1058,
11,target2,block4,30,146,box,1,937,937,-191
11,target1,block4,30,147,thick,1,718,718,-410
11,target1,block4,30,148,thing,1,762,762,-366
11,target2,block4,30,149,hat,1,1747,1747,619
11,filler,block4,30,150,dime,1,1128,1128,
11,target1,block4,31,151,face,1,858,858,-938
11,target2,block4,31,152,socks,1,2428,2428,632
11,target2,block4,31,153,rat,1,1054,1054,-742
11,target1,block4,31,154,sin,1,606,606,-1190
11,filler,block4,31,155,fold,1,1796,1796,
11,target1,block4,32,156,mouth,1,903,903,99
11,target2,block4,32,157,top,1,1045,1045,241
11,target2,block4,32,158,lack,0,3033,3033,2229
11,target1,block4,32,159,some,1,897,897,93
11,filler,block4,32,160,post,1,804,804,
12,target1,block1,1,1,thought,1,1717,1717,-948
12,target2,block1,1,2,black,1,993,993,-1672
12,target2,block1,1,3,bottle,1,1780,1780,-885
12,target1,block1,1,4,sink,0,2811,2811,146
12,filler,block1,1,5,fell,1,2665,2665,
12,target1,block1,2,6,theme,1,1372,1372,-1199
12,target2,block1,2,7,foster,0,2157,2157,-414
12,target1,block1,2,8,worth,1,1745,1745,-826
12,target2,block1,2,9,band,1,2876,2876,305
12,filler,block1,2,10,leak,1,2571,2571,
12,target2,block1,3,11,cop,1,4420,4420,2882
12,target1,block1,3,12,pass,1,2231,2231,693
12,target2,block1,3,13,pat,1,2156,2156,618
12,target1,block1,3,14,thigh,1,1940,1940,402
12,filler,block1,3,15,tick,1,1538,1538,
12,target1,block1,4,16,growth,0,2083,2083,438
12,target2,block1,4,17,bod,1,2809,2809,1164
12,target2,block1,4,18,mop,1,1554,1554,-91
12,target1,block1,4,19,myth,1,2433,2433,788
12,filler,block1,4,20,core,1,1645,1645,
12,target2,block1,5,21,foster,1,1877,1877,793
12,target1,block1,5,22,seem,1,1056,1056,-28
12,target1,block1,5,23,path,1,1284,1284,200
12,target2,block1,5,24,block,1,1023,1023,-61
12,filler,block1,5,25,tear,1,1084,1084,
12,target1,block1,6,26,growth,1,1196,1196,1
12,target2,block1,6,27,bond,1,1162,1162,-33
12,target2,block1,6,28,bad,1,989,989,-206
12,target1,block1,6,29,miss,1,1104,1104,-91
12,filler,block1,6,30,male,1,1195,1195,
12,target1,block1,7,31,sought,1,1610,1610,-115
12,target2,block1,7,32,cap,1,831,831,-894
12,target2,block1,7,33,map,1,922,922,-803
12,target1,block1,7,34,worth,0,1254,1254,-471
12,filler,block1,7,35,guest,1,1725,1725,
12,target2,block1,8,36,battle,1,1086,1086,-236
12,target1,block1,8,37,sigh,1,1173,1173,-149
12,target1,block1,8,38,sink,1,1563,1563,241
12,target2,block1,8,39,pat,0,1256,1256,-66
12,filler,block1,8,40,dental,1,1322,1322,
12,target2,block2,9,41,black,1,922,922,-568
12,target1,block2,9,42,sink,1,1660,1660,170
12,target2,block2,9,43,foster,1,1811,1811,321
12,target1,block2,9,44,path,1,1347,1347,-143
12,filler,block2,9,45,buy,1,1490,1490,
12,target1,block2,10,46,gross,1,1289,1289,91
12,target2,block2,10,47,pot,1,2636,2636,1438
12,target2,block2,10,48,bond,1,1438,1438,240
12,target1,block2,10,49,worse,0,1335,1335,137
12,filler,block2,10,50,near,1,1198,1198,
12,target1,block2,11,51,seem,1,1209,1209,-82
12,target2,block2,11,52,bad,1,1081,1081,-210
12,target1,block2,11,53,sigh,1,1229,1229,-62
12,target2,block2,11,54,cap,0,2107,2107,816
12,filler,block2,11,55,tense,1,1291,1291,
12,target2,block2,12,56,battle,0,1120,1120,-231
12,target1,block2,12,57,miss,1,1118,1118,-233
12,target2,block2,12,58,map,0,993,993,-358
12,target1,block2,12,59,thought,1,1015,1015,-336
12,filler,block2,12,60,peach,1,1351,1351,
12,target2,block2,13,61,faster,1,1242,1242,-733
12,target1,block2,13,62,worth,0,2070,2070,95
12,target2,block2,13,63,band,1,1046,1046,-929
12,target1,block2,13,64,growth,1,961,961,-1014
12,filler,block2,13,65,cheek,1,1975,1975,
12,target2,block2,14,66,pat,1,1132,1132,-79
12,target1,block2,14,67,think,1,948,948,-263
12,target1,block2,14,68,sought,1,1573,1573,362
12,target2,block2,14,69,cop,0,1019,1019,-192
12,filler,block2,14,70,fool,1,1211,1211,
12,target1,block2,15,71,pass,1,1088,1088,20
12,target2,block2,15,72,map,1,1007,1007,-61
12,target2,block2,15,73,bad,0,1729,1729,661
12,target1,block2,15,74,sigh,0,1121,1121,53
12,filler,block2,15,75,money,1,1068,1068,
12,target1,block2,16,76,miss,0,1272,1272,-128
12,target2,block2,16,77,battle,1,1205,1205,-195
12,target2,block2,16,78,block,1,1451,1451,51
12,target1,block2,16,79,theme,1,842,842,-558
12,filler,block2,16,80,devise,1,1400,1400,
12,target2,block3,17,81,bad,0,911,911,-565
12,target1,block3,17,82,thigh,1,832,832,-644
12,target1,block3,17,83,miss,0,1289,1289,-187
12,target2,block3,17,84,bond,1,1188,1188,-288
12,filler,block3,17,85,froze,1,1476,1476,
12,target1,block3,18,86,gross,1,1254,1254,294
12,target2,block3,18,87,cap,1,1136,1136,176
12,target1,block3,18,88,sink,1,998,998,38
12,target2,block3,18,89,black,1,904,904,-56
12,filler,block3,18,90,hey,1,960,960,
12,target1,block3,19,91,thought,1,899,899,-190
12,target2,block3,19,92,pat,1,1013,1013,-76
12,target2,block3,19,93,block,1,871,871,-218
12,target1,block3,19,94,path,1,1587,1587,498
12,filler,block3,19,95,deal,1,1089,1089,
12,target1,block3,20,96,theme,1,888,888,-1027
12,target2,block3,20,97,foster,1,1541,1541,-374
12,target2,block3,20,98,mop,1,920,920,-995
12,target1,block3,20,99,worse,1,1188,1188,-727
12,filler,block3,20,100,eyes,1,1915,1915,
12,target2,block3,21,101,band,1,1066,1066,-66
12,target1,block3,21,102,miss,1,979,979,-153
12,target2,block3,21,103,bod,0,1047,1047,-85
12,target1,block3,21,104,growth,1,1752,1752,620
12,filler,block3,21,105,know,1,1132,1132,
12,target2,block3,22,106,map,1,961,961,-1016
12,target1,block3,22,107,sigh,1,1245,1245,-732
12,target2,block3,22,108,battle,0,1068,1068,-909
12,target1,block3,22,109,sought,1,2096,2096,119
12,filler,block3,22,110,tide,1,1977,1977,
12,target1,block3,23,111,think,1,1059,1059,-422
12,target2,block3,23,112,cop,1,1126,1126,-355
12,target2,block3,23,113,pot,1,1123,1123,-358
12,target1,block3,23,114,worth,1,1041,1041,-440
12,filler,block3,23,115,men,1,1481,1481,
12,target1,block3,24,116,seem,1,1192,1192,116
12,target2,block3,24,117,faster,1,1083,1083,7
12,target1,block3,24,118,pass,1,740,740,-336
12,target2,block3,24,119,battle,1,1197,1197,121
12,filler,block3,24,120,pention,1,1076,1076,
12,target2,block4,25,121,backs,1,2930,2930,1517
12,target1,block4,25,122,sing,1,1603,1603,190
12,target2,block4,25,123,tap,1,1381,1381,-32
12,target1,block4,25,124,face,0,1053,1053,-360
12,filler,block4,25,125,beat,1,1413,1413,
12,target1,block4,26,126,mouse,1,1422,1422,92
12,target2,block4,26,127,rock,1,1440,1440,110
12,target2,block4,26,128,hot,1,1110,1110,-220
12,target1,block4,26,129,forth,1,1574,1574,244
12,filler,block4,26,130,hall,1,1330,1330,
12,target1,block4,27,131,thumb,1,1053,1053,-108
12,target2,block4,27,132,lack,1,1066,1066,-95
12,target1,block4,27,133,sick,1,1289,1289,128
12,target2,block4,27,134,rot,1,2531,2531,1370
12,filler,block4,27,135,resign,1,1161,1161,
12,target2,block4,28,136,stamp,0,1149,1149,-338
12,target1,block4,28,137,mass,1,1035,1035,-452
12,target2,block4,28,138,sacks,1,1792,1792,305
12,target1,block4,28,139,thin,1,1015,1015,-472
12,filler,block4,28,140,meet,1,1487,1487,
12,target2,block4,29,141,rack,1,1679,1679,664
12,target1,block4,29,142,force,1,1520,1520,505
12,target2,block4,29,143,stomp,0,2447,2447,1432
12,target1,block4,29,144,math,1,1082,1082,67
12,filler,block4,29,145,name,1,1015,1015,
12,target2,block4,30,146,box,1,1566,1566,-193
12,target1,block4,30,147,thick,1,912,912,-847
12,target1,block4,30,148,sing,0,2011,2011,252
12,target2,block4,30,149,hat,1,1192,1192,-567
