subject,condition,block,group,item,word,phoneme,accuracy,raw_rt,means,adjusted_rt,new_rt,new_rt_3_5
3,target2,block3,22,106,map,no,1,626,1049,-423,626,626
1,target1,block3,23,111,think,th,1,711,1134.625,-423.625,711,711
21,target2,block3,20,98,mop,o,1,818,1241.625,-423.625,818,818
30,target1,block2,16,79,theme,th,1,956,1379.714286,-423.7142857,956,956
5,target2,block3,18,89,black,no,1,626,1049.875,-423.875,626,626
34,target1,block4,32,159,some,s,1,1128,1552.857143,-424.8571429,1128,1128
13,filler,block2,11,55,tense,tense,1,989,1414,-425,989,989
18,filler,block2,10,50,near,near,1,622,1047.25,-425.25,622,622
24,target2,block1,7,32,cap,no,1,1139,1564.375,-425.375,1139,1139
26,target2,block2,9,43,foster,o,1,896,1321.375,-425.375,896,896
21,target2,block1,6,27,bond,o,1,1098,1523.428571,-425.4285714,1098,1098
21,target2,block2,14,69,cap,no,1,1098,1523.428571,-425.4285714,1098,1098
11,filler,block2,9,45,buy,buy,1,994,1419.571429,-425.5714286,994,994
23,filler,block1,7,35,guest,guest,1,939,1364.625,-425.625,939,939
16,target1,block3,23,114,worth,th,1,656,1081.625,-425.625,656,656
17,target1,block4,32,156,mouth,th,1,1210,1635.857143,-425.8571429,1210,1210
16,filler,block1,7,35,guest,guest,1,932,1358,-426,932,932
34,filler,block3,18,90,hey,hey,1,1469,1895.125,-426.125,1469,1469
11,target1,block2,16,76,myth,th,1,993,1419.571429,-426.5714286,993,993
23,target1,block1,8,37,sigh,s,1,938,1364.625,-426.625,938,938
10,filler,block3,18,90,hey,hey,1,823,1249.625,-426.625,823,823
30,target1,block1,6,29,miss,s,1,953,1379.714286,-426.7142857,953,953
6,target1,block2,10,46,gross,s,1,852,1278.75,-426.75,852,852
12,filler,block2,11,55,tense,tense,1,1291,1718.125,-427.125,1291,1291
12,target2,block3,22,106,map,no,1,961,1388.25,-427.25,961,961
26,target1,block2,10,49,worse,s,0,894,1321.375,-427.375,894,894
14,target1,block4,29,144,math,th,1,916,1343.75,-427.75,916,916
19,filler,block4,29,145,name,name,1,868,1295.75,-427.75,868,868
18,filler,block1,5,25,tear,tear,1,619,1047.25,-428.25,619,619
8,target2,block2,16,78,block,o,1,721,1149.25,-428.25,721,721
12,filler,block3,18,90,hey,hey,1,960,1388.25,-428.25,960,960
10,filler,block4,29,145,name,name,1,982,1410.571429,-428.5714286,982,982
1,target2,block2,13,63,band,no,1,781,1209.875,-428.875,781,781
12,target1,block2,10,46,gross,s,1,1289,1718.125,-429.125,1289,1289
10,target1,block1,2,6,theme,th,1,965,1394.875,-429.875,965,965
22,filler,block2,15,75,money,money,1,748,1177.875,-429.875,748,748
22,target2,block2,16,77,battle,no,1,748,1177.875,-429.875,748,748
5,filler,block3,19,95,deal,deal,1,620,1049.875,-429.875,620,620
2,target2,block3,19,92,pat,no,1,763,1193.125,-430.125,763,763
14,target1,block1,6,29,miss,s,1,943,1373.5,-430.5,943,943
32,target1,block4,30,148,sing,s,0,575,1005.875,-430.875,575,575
11,target2,block2,10,47,pot,o,1,988,1419.571429,-431.5714286,988,988
5,target1,block4,28,139,thin,th,1,714,1145.857143,-431.8571429,714,714
11,target2,block3,20,98,mop,o,1,721,1153.571429,-432.5714286,721,721
19,target1,block1,5,23,path,th,1,1092,1524.75,-432.75,1092,1092
14,target2,block4,26,128,hot,o,1,911,1343.75,-432.75,911,911
8,target1,block2,12,57,miss,s,1,716,1149.25,-433.25,716,716
35,filler,block1,6,30,male,male,1,1140,1573.285714,-433.2857143,1140,1140
35,target2,block2,9,41,black,no,1,1140,1573.285714,-433.2857143,1140,1140
35,filler,block2,16,80,revise,revise,0,1140,1573.285714,-433.2857143,1140,1140
2,target1,block1,4,19,myth,th,1,814,1247.375,-433.375,814,814
27,target1,block2,9,44,path,th,1,882,1315.625,-433.625,882,882
26,target2,block3,21,101,band,no,1,827,1260.625,-433.625,827,827
23,target2,block3,22,106,map,no,1,748,1181.75,-433.75,748,748
22,target2,block2,16,78,block,o,1,744,1177.875,-433.875,744,744
5,target2,block3,18,87,cap,no,1,616,1049.875,-433.875,616,616
12,target1,block1,5,23,path,th,1,1284,1718.125,-434.125,1284,1284
29,target1,block3,23,111,think,th,1,873,1307.142857,-434.1428571,873,873
9,target1,block2,13,64,growth,th,1,937,1371.375,-434.375,937,937
24,target2,block2,11,52,bad,no,1,1130,1564.375,-434.375,1130,1130
20,target2,block3,22,108,battle,no,0,812,1246.375,-434.375,812,812
20,target1,block4,32,159,some,s,1,795,1229.75,-434.75,795,795
7,filler,block3,19,95,deal,deal,1,629,1064,-435,629,629
8,filler,block1,8,40,dental,dental,1,714,1149.25,-435.25,714,714
15,target1,block2,14,67,think,th,1,821,1257,-436,821,821
4,target1,block4,29,144,math,th,1,651,1087.25,-436.25,651,651
26,filler,block1,6,30,male,male,1,885,1321.375,-436.375,885,885
21,target1,block1,5,23,path,th,1,1087,1523.428571,-436.4285714,1087,1087
3,target1,block1,5,22,seem,s,1,770,1206.5,-436.5,770,770
24,filler,block4,31,155,fold,fold,1,1073,1509.875,-436.875,1073,1073
13,target2,block1,7,32,cap,no,1,977,1414,-437,977,977
33,target2,block2,13,63,band,no,1,866,1303,-437,866,866
29,target2,block1,6,27,bond,o,1,1054,1491.5,-437.5,1054,1054
11,target1,block3,19,91,thought,th,1,716,1153.571429,-437.5714286,716,716
27,target2,block2,9,43,foster,o,1,878,1315.625,-437.625,878,878
5,target2,block4,31,153,rat,no,1,708,1145.857143,-437.8571429,708,708
4,filler,block1,5,25,tear,tear,1,752,1189.875,-437.875,752,752
5,target1,block3,18,86,gross,s,1,612,1049.875,-437.875,612,612
33,target1,block1,5,22,seem,s,1,865,1303,-438,865,865
37,target1,block1,8,38,think,th,0,1317,1755.25,-438.25,1317,1317
28,filler,block3,19,95,deal,deal,1,1234,1672.285714,-438.2857143,1234,1234
11,target1,block2,12,57,miss,s,1,981,1419.571429,-438.5714286,981,981
30,target2,block1,8,39,pot,o,1,941,1379.714286,-438.7142857,941,941
20,target2,block1,8,39,pot,o,1,947,1385.857143,-438.8571429,947,947
34,target2,block2,15,72,map,no,1,1581,2019.857143,-438.8571429,1581,1581
5,target1,block3,22,107,sigh,s,1,611,1049.875,-438.875,611,611
9,target2,block1,6,27,bond,o,1,932,1371.375,-439.375,932,932
20,target1,block3,19,94,pass,s,0,807,1246.375,-439.375,807,807
5,target1,block3,21,102,miss,s,1,610,1049.875,-439.875,610,610
15,target1,block1,6,29,miss,s,1,817,1257,-440,817,817
9,target1,block3,23,114,worth,th,1,942,1382,-440,942,942
36,target2,block1,7,33,map,no,1,1251,1691.25,-440.25,1251,1251
28,target2,block3,24,117,faster,no,1,1232,1672.285714,-440.2857143,1232,1232
14,target1,block1,5,23,path,th,1,933,1373.5,-440.5,933,933
26,target1,block3,24,118,pass,s,1,820,1260.625,-440.625,820,820
7,target2,block2,16,78,block,o,1,863,1303.666667,-440.6666667,863,863
15,target1,block2,9,44,path,th,1,816,1257,-441,816,816
37,target1,block3,20,99,worse,s,1,1263,1704.125,-441.125,1263,1263
37,filler,block3,20,100,eyes,eyes,1,1263,1704.125,-441.125,1263,1263
2,filler,block2,10,50,near,near,1,806,1247.375,-441.375,806,806
4,filler,block3,21,105,know,know,1,567,1008.5,-441.5,567,567
26,target1,block3,17,82,thigh,th,1,819,1260.625,-441.625,819,819
15,target1,block1,5,23,path,th,1,815,1257,-442,815,815
33,target1,block1,8,38,sink,s,1,861,1303,-442,861,861
34,target1,block3,22,107,sigh,s,1,1453,1895.125,-442.125,1453,1453
11,target1,block3,24,118,pass,s,1,711,1153.571429,-442.5714286,711,711
27,target2,block1,6,28,bad,no,1,873,1315.625,-442.625,873,873
25,target2,block3,18,89,black,no,1,904,1347.375,-443.375,904,904
28,target2,block4,31,152,socks,o,1,1255,1698.428571,-443.4285714,1255,1255
4,target2,block1,1,2,black,no,1,746,1189.875,-443.875,746,746
1,target2,block2,16,78,block,o,1,766,1209.875,-443.875,766,766
26,target1,block1,7,34,worse,s,1,877,1321.375,-444.375,877,877
21,target2,block2,10,48,bond,o,1,1079,1523.428571,-444.4285714,1079,1079
10,target2,block3,23,112,cop,o,1,805,1249.625,-444.625,805,805
29,target1,block4,28,139,thin,th,1,895,1339.75,-444.75,895,895
5,target1,block4,31,154,sin,s,1,701,1145.857143,-444.8571429,701,701
4,target2,block1,6,28,bad,no,1,745,1189.875,-444.875,745,745
15,filler,block1,5,25,tear,tear,1,812,1257,-445,812,812
21,target1,block1,1,4,think,th,1,1078,1523.428571,-445.4285714,1078,1078
27,target2,block2,15,72,map,no,1,870,1315.625,-445.625,870,870
12,target1,block2,16,76,miss,s,0,1272,1718.125,-446.125,1272,1272
18,target1,block4,27,131,thumb,th,1,690,1136.25,-446.25,690,690
21,target2,block2,11,52,bad,no,1,1077,1523.428571,-446.4285714,1077,1077
14,filler,block1,5,25,tear,tear,1,927,1373.5,-446.5,927,927
1,target2,block3,21,103,bad,no,1,688,1134.625,-446.625,688,688
19,target1,block3,23,114,worth,th,1,710,1156.75,-446.75,710,710
4,target2,block1,8,39,pot,o,1,743,1189.875,-446.875,743,743
1,target2,block2,13,61,faster,no,1,763,1209.875,-446.875,763,763
25,target2,block2,15,73,bod,o,1,851,1298,-447,851,851
34,target2,block2,13,63,band,no,1,1572,2019.857143,-447.8571429,1572,1572
10,filler,block2,16,80,devise,devise,1,947,1394.875,-447.875,947,947
14,target2,block1,5,21,foster,o,1,925,1373.5,-448.5,925,925
9,target2,block3,20,98,mop,o,1,933,1382,-449,933,933
8,target1,block2,13,62,worse,s,1,700,1149.25,-449.25,700,700
21,target2,block1,7,33,map,no,1,1074,1523.428571,-449.4285714,1074,1074
30,filler,block3,18,90,hey,hey,1,1116,1565.428571,-449.4285714,1116,1116
11,target2,block2,13,61,faster,no,1,970,1419.571429,-449.5714286,970,970
11,target2,block2,16,77,battle,no,1,970,1419.571429,-449.5714286,970,970
25,filler,block2,9,45,buy,buy,1,848,1298,-450,848,848
28,filler,block2,12,60,peach,peach,1,1364,1814.25,-450.25,1364,1364
26,target1,block4,30,147,thick,th,1,694,1144.25,-450.25,694,694
5,target2,block1,6,28,bad,no,1,1050,1500.75,-450.75,1050,1050
14,target2,block4,31,153,rat,no,1,893,1343.75,-450.75,893,893
33,filler,block2,11,55,tense,tense,1,852,1303,-451,852,852
29,target1,block3,24,118,pass,s,1,856,1307.142857,-451.1428571,856,856
35,target2,block4,25,123,tap,no,1,588,1039.142857,-451.1428571,588,588
28,filler,block3,18,90,hey,hey,1,1221,1672.285714,-451.2857143,1221,1221
9,target1,block1,4,19,myth,th,1,920,1371.375,-451.375,920,920
30,target1,block1,5,23,path,th,1,928,1379.714286,-451.7142857,928,928
32,target1,block4,31,154,sin,s,1,554,1005.875,-451.875,554,554
2,target2,block2,14,69,cap,no,1,795,1247.375,-452.375,795,795
33,target2,block2,16,77,bottle,o,0,850,1303,-453,850,850
3,filler,block3,19,95,deal,deal,1,596,1049,-453,596,596
18,target1,block2,9,44,path,th,1,594,1047.25,-453.25,594,594
26,target2,block1,4,18,mop,o,1,868,1321.375,-453.375,868,868
26,filler,block2,9,45,buy,buy,1,868,1321.375,-453.375,868,868
1,filler,block2,16,80,devise,devise,1,756,1209.875,-453.875,756,756
18,target2,block3,22,106,map,no,1,703,1157.25,-454.25,703,703
26,target1,block2,12,59,thought,th,1,867,1321.375,-454.375,867,867
26,target2,block3,24,117,faster,no,1,806,1260.625,-454.625,806,806
17,target1,block3,24,118,pass,s,1,644,1099,-455,644,644
28,target1,block1,2,6,theme,th,1,1359,1814.25,-455.25,1359,1359
27,target1,block4,28,139,thin,th,1,1137,1592.428571,-455.4285714,1137,1137
4,target2,block3,19,92,pat,no,1,553,1008.5,-455.5,553,553
11,target2,block1,8,36,battle,no,1,964,1419.571429,-455.5714286,964,964
25,target1,block4,31,154,sin,s,1,603,1058.875,-455.875,603,603
24,filler,block2,12,60,peach,peach,1,1108,1564.375,-456.375,1108,1108
4,target2,block3,24,117,faster,no,1,552,1008.5,-456.5,552,552
11,target1,block3,22,107,sigh,s,1,697,1153.571429,-456.5714286,697,697
34,target1,block4,30,148,sing,s,0,1096,1552.857143,-456.8571429,1096,1096
4,target2,block2,10,48,bond,o,1,733,1189.875,-456.875,733,733
22,target1,block2,12,57,miss,s,1,721,1177.875,-456.875,721,721
33,target1,block4,31,151,face,s,1,593,1050.125,-457.125,593,593
29,target1,block3,23,114,worth,th,1,850,1307.142857,-457.1428571,850,850
21,target1,block4,31,151,face,s,1,1059,1516.25,-457.25,1059,1059
11,target1,block2,10,46,gross,s,1,962,1419.571429,-457.5714286,962,962
22,target1,block2,9,42,think,th,0,720,1177.875,-457.875,720,720
18,filler,block3,20,100,eyes,eyes,1,699,1157.25,-458.25,699,699
11,filler,block1,5,25,tear,tear,1,961,1419.571429,-458.5714286,961,961
19,target2,block3,17,84,bond,o,1,698,1156.75,-458.75,698,698
10,target2,block1,3,13,pat,no,1,936,1394.875,-458.875,936,936
34,target2,block3,19,92,pat,no,1,1436,1895.125,-459.125,1436,1436
26,target2,block4,29,143,stamp,no,1,685,1144.25,-459.25,685,685
9,target2,block2,10,48,bond,o,1,912,1371.375,-459.375,912,912
21,target1,block1,3,12,pass,s,1,1064,1523.428571,-459.4285714,1064,1064
30,target2,block3,17,84,bond,o,1,1106,1565.428571,-459.4285714,1106,1106
14,target2,block2,9,43,foster,o,1,914,1373.5,-459.5,914,914
33,target1,block3,21,102,miss,s,1,402,861.875,-459.875,402,402
25,target1,block2,15,71,pass,s,1,838,1298,-460,838,838
2,target2,block3,20,98,map,no,0,733,1193.125,-460.125,733,733
13,target1,block3,20,99,worth,th,0,777,1237.125,-460.125,777,777
8,target1,block2,11,51,seem,s,1,689,1149.25,-460.25,689,689
24,target1,block3,19,94,path,th,1,971,1431.25,-460.25,971,971
4,target2,block2,15,72,map,no,1,729,1189.875,-460.875,729,729
16,filler,block2,16,80,devise,devise,1,897,1358,-461,897,897
31,filler,block4,32,160,post,post,1,1166,1627.166667,-461.1666667,1166,1166
4,target1,block4,32,156,mouth,th,1,626,1087.25,-461.25,626,626
25,target1,block3,20,96,theme,th,1,886,1347.375,-461.375,886,886
5,target2,block3,17,84,bond,o,1,588,1049.875,-461.875,588,588
12,target2,block1,8,39,pat,no,0,1256,1718.125,-462.125,1256,1256
37,target2,block2,14,66,pat,no,1,1293,1755.25,-462.25,1293,1293
18,target1,block3,21,102,miss,s,1,695,1157.25,-462.25,695,695
35,target2,block2,15,73,bad,no,0,1111,1573.285714,-462.2857143,1111,1111
14,target2,block2,11,54,cop,o,1,911,1373.5,-462.5,911,911
11,target1,block1,8,37,sigh,s,1,957,1419.571429,-462.5714286,957,957
10,filler,block1,8,40,dental,dental,1,932,1394.875,-462.875,932,932
22,target2,block2,14,66,pat,no,1,715,1177.875,-462.875,715,715
22,target1,block2,16,76,miss,s,0,715,1177.875,-462.875,715,715
25,target2,block2,12,58,mop,o,1,835,1298,-463,835,835
30,filler,block2,10,50,near,near,1,916,1379.714286,-463.7142857,916,916
12,target1,block1,7,34,worth,th,0,1254,1718.125,-464.125,1254,1254
20,target1,block2,15,71,pass,s,1,921,1385.857143,-464.8571429,921,921
4,target2,block1,7,32,cap,no,1,725,1189.875,-464.875,725,725
10,target2,block2,14,66,pat,no,1,930,1394.875,-464.875,930,930
36,target2,block2,13,61,faster,no,1,1226,1691.25,-465.25,1226,1226
4,target2,block4,30,146,box,o,1,622,1087.25,-465.25,622,622
20,target1,block3,20,99,worth,th,0,781,1246.375,-465.375,781,781
29,target1,block1,6,26,growth,th,1,1026,1491.5,-465.5,1026,1026
27,target2,block2,13,61,faster,no,1,850,1315.625,-465.625,850,850
27,target2,block2,14,66,pat,no,1,850,1315.625,-465.625,850,850
35,target1,block3,17,83,miss,s,0,472,938.1428571,-466.1428571,472,472
8,target1,block2,14,67,think,th,1,683,1149.25,-466.25,683,683
28,target2,block3,24,119,battle,no,1,1206,1672.285714,-466.2857143,1206,1206
21,target1,block2,12,59,thought,th,1,1057,1523.428571,-466.4285714,1057,1057
11,target2,block1,8,39,pot,o,1,953,1419.571429,-466.5714286,953,953
10,target2,block3,21,103,bad,no,1,783,1249.625,-466.625,783,783
15,target1,block2,12,59,sought,s,0,790,1257,-467,790,790
15,target1,block3,21,104,growth,th,1,651,1118.142857,-467.1428571,651,651
18,target1,block4,30,147,thick,th,1,669,1136.25,-467.25,669,669
21,target1,block1,8,38,think,th,0,1056,1523.428571,-467.4285714,1056,1056
5,filler,block2,14,70,fool,fool,1,1033,1500.75,-467.75,1033,1033
19,target1,block3,20,96,theme,th,1,689,1156.75,-467.75,689,689
7,target1,block3,23,111,think,th,1,596,1064,-468,596,596
18,target2,block2,10,47,pot,o,1,579,1047.25,-468.25,579,579
12,target2,block3,20,98,mop,o,1,920,1388.25,-468.25,920,920
26,target1,block4,29,142,force,s,1,676,1144.25,-468.25,676,676
2,target2,block1,6,28,bod,o,0,779,1247.375,-468.375,779,779
30,filler,block1,4,20,core,core,1,911,1379.714286,-468.7142857,911,911
14,target1,block4,30,147,thick,th,1,875,1343.75,-468.75,875,875
1,filler,block2,12,60,peach,peach,1,741,1209.875,-468.875,741,741
4,target1,block2,14,67,think,th,1,721,1189.875,-468.875,721,721
10,target2,block2,12,56,bottle,o,1,926,1394.875,-468.875,926,926
10,target1,block2,15,74,thigh,th,1,926,1394.875,-468.875,926,926
13,filler,block4,29,145,name,name,1,894,1363,-469,894,894
14,target2,block2,16,77,battle,no,1,903,1373.5,-470.5,903,903
29,target1,block2,14,67,think,th,1,1021,1491.5,-470.5,1021,1021
11,target2,block4,30,146,box,o,1,937,1407.5,-470.5,937,937
11,target2,block2,11,54,cop,o,1,949,1419.571429,-470.5714286,949,949
15,target2,block1,4,18,map,no,0,786,1257,-471,786,786
18,target2,block3,18,87,cap,no,1,686,1157.25,-471.25,686,686
29,target1,block3,17,83,myth,th,1,835,1307.142857,-472.1428571,835,835
32,target2,block2,13,61,faster,no,1,1023,1495.25,-472.25,1023,1023
9,filler,block4,30,150,dime,dime,1,866,1338.375,-472.375,866,866
29,filler,block2,10,50,near,near,1,1019,1491.5,-472.5,1019,1019
24,target2,block3,19,92,pat,no,1,958,1431.25,-473.25,958,958
4,target2,block4,30,149,hat,no,1,614,1087.25,-473.25,614,614
32,target1,block3,21,102,miss,s,1,538,1011.375,-473.375,538,538
2,target1,block1,5,23,path,th,1,773,1247.375,-474.375,773,773
11,target2,block2,16,78,block,o,1,945,1419.571429,-474.5714286,945,945
30,target1,block2,15,71,pass,s,1,905,1379.714286,-474.7142857,905,905
1,target2,block1,7,33,map,no,1,734,1209.875,-475.875,734,734
9,target1,block3,21,104,growth,th,1,906,1382,-476,906,906
12,target2,block2,13,61,faster,no,1,1242,1718.125,-476.125,1242,1242
21,target1,block1,6,26,growth,th,1,1047,1523.428571,-476.4285714,1047,1047
14,target1,block2,16,76,myth,th,1,897,1373.5,-476.5,897,897
30,target2,block1,4,18,map,no,0,903,1379.714286,-476.7142857,903,903
5,target2,block3,19,92,pat,no,1,573,1049.875,-476.875,573,573
13,target2,block1,8,39,pot,o,1,937,1414,-477,937,937
12,target2,block3,17,81,bad,no,0,911,1388.25,-477.25,911,911
11,filler,block2,10,50,near,near,1,942,1419.571429,-477.5714286,942,942
11,target1,block2,16,79,theme,th,1,942,1419.571429,-477.5714286,942,942
13,target2,block3,21,103,bad,no,1,759,1237.125,-478.125,759,759
37,filler,block1,4,20,core,core,1,1277,1755.25,-478.25,1277,1277
6,target1,block2,12,59,thought,th,1,800,1278.75,-478.75,800,800
19,target2,block2,10,48,bond,o,1,1046,1524.75,-478.75,1046,1046
19,target2,block2,14,66,pat,no,1,1046,1524.75,-478.75,1046,1046
4,target1,block1,1,4,think,th,1,711,1189.875,-478.875,711,711
13,target2,block3,22,106,map,no,1,758,1237.125,-479.125,758,758
25,target2,block3,17,81,bod,o,1,867,1347.375,-480.375,867,867
30,target1,block3,18,86,gross,s,1,1085,1565.428571,-480.4285714,1085,1085
30,target1,block1,6,26,growth,th,1,899,1379.714286,-480.7142857,899,899
19,filler,block2,10,50,near,near,1,1044,1524.75,-480.75,1044,1044
19,target2,block3,20,97,foster,o,1,676,1156.75,-480.75,676,676
31,target1,block4,30,148,thing,th,1,1146,1627.166667,-481.1666667,1146,1146
14,target2,block4,29,143,stamp,no,1,862,1343.75,-481.75,862,862
10,target1,block2,12,59,thought,th,1,913,1394.875,-481.875,913,913
32,target1,block2,14,68,sought,s,1,1013,1495.25,-482.25,1013,1013
9,target2,block2,14,66,pat,no,1,889,1371.375,-482.375,889,889
25,filler,block3,19,95,deal,deal,1,865,1347.375,-482.375,865,865
19,target2,block3,21,101,band,no,1,674,1156.75,-482.75,674,674
29,target1,block4,30,148,thing,th,1,857,1339.75,-482.75,857,857
20,target1,block2,11,51,seem,s,1,903,1385.857143,-482.8571429,903,903
32,filler,block2,9,45,buy,buy,1,1012,1495.25,-483.25,1012,1012
24,target2,block1,8,39,pot,o,1,1081,1564.375,-483.375,1081,1081
26,filler,block1,5,25,tear,tear,1,838,1321.375,-483.375,838,838
16,target2,block3,18,89,black,no,1,598,1081.625,-483.625,598,598
29,target2,block4,30,146,box,o,1,856,1339.75,-483.75,856,856
1,filler,block1,7,35,guest,guest,1,726,1209.875,-483.875,726,726
12,target2,block3,18,89,black,no,1,904,1388.25,-484.25,904,904
14,target1,block1,3,14,thigh,th,1,889,1373.5,-484.5,889,889
4,target2,block3,21,103,bad,no,1,524,1008.5,-484.5,524,524
11,filler,block2,12,60,peach,peach,1,935,1419.571429,-484.5714286,935,935
23,target1,block1,7,34,worth,th,0,880,1364.625,-484.625,880,880
26,target2,block3,19,93,block,o,1,776,1260.625,-484.625,776,776
5,target2,block2,16,78,block,o,1,1016,1500.75,-484.75,1016,1016
5,target1,block3,21,104,growth,th,1,565,1049.875,-484.875,565,565
35,target1,block1,5,22,seem,s,1,1088,1573.285714,-485.2857143,1088,1088
2,target2,block2,15,72,map,no,1,762,1247.375,-485.375,762,762
1,target1,block3,22,107,sigh,s,1,649,1134.625,-485.625,649,649
32,target1,block1,2,6,theme,th,1,1009,1495.25,-486.25,1009,1009
21,filler,block2,15,75,money,money,1,1037,1523.428571,-486.4285714,1037,1037
3,target2,block1,7,32,cap,no,1,720,1206.5,-486.5,720,720
3,target2,block1,7,33,map,no,1,720,1206.5,-486.5,720,720
6,filler,block1,7,35,guest,guest,1,792,1278.75,-486.75,792,792
11,target2,block3,24,119,battle,no,1,666,1153.571429,-487.5714286,666,666
5,target2,block3,22,106,map,no,1,562,1049.875,-487.875,562,562
30,target2,block2,13,61,faster,no,1,891,1379.714286,-488.7142857,891,891
6,target2,block1,7,32,cap,no,1,790,1278.75,-488.75,790,790
12,target1,block2,11,53,sigh,s,1,1229,1718.125,-489.125,1229,1229
2,target1,block3,18,88,think,th,0,704,1193.125,-489.125,704,704
28,target1,block2,16,76,myth,th,1,1325,1814.25,-489.25,1325,1325
37,target2,block2,15,73,bad,no,0,1266,1755.25,-489.25,1266,1266
12,target1,block3,19,91,thought,th,1,899,1388.25,-489.25,899,899
3,target2,block2,11,54,cap,no,0,717,1206.5,-489.5,717,717
14,target1,block2,9,42,sink,s,1,884,1373.5,-489.5,884,884
23,filler,block2,15,75,money,money,1,875,1364.625,-489.625,875,875
30,filler,block2,9,45,buy,buy,1,890,1379.714286,-489.7142857,890,890
30,target1,block2,12,59,thought,th,1,890,1379.714286,-489.7142857,890,890
19,target2,block2,13,63,band,no,1,1035,1524.75,-489.75,1035,1035
20,target2,block4,29,143,stamp,no,1,740,1229.75,-489.75,740,740
13,target1,block2,15,71,pass,s,1,924,1414,-490,924,924
25,filler,block2,10,50,near,near,1,808,1298,-490,808,808
18,target2,block3,19,93,block,o,1,667,1157.25,-490.25,667,667
32,target2,block3,21,101,band,no,1,521,1011.375,-490.375,521,521
14,target2,block1,8,36,battle,no,1,883,1373.5,-490.5,883,883
19,target2,block4,31,153,rot,o,0,805,1295.75,-490.75,805,805
27,target1,block3,22,109,sought,s,1,1208,1698.875,-490.875,1208,1208
24,target2,block2,15,73,bod,o,1,1073,1564.375,-491.375,1073,1073
30,filler,block2,12,60,peach,peach,1,888,1379.714286,-491.7142857,888,888
1,target2,block2,10,48,bond,o,1,718,1209.875,-491.875,718,718
28,target2,block2,16,77,battle,no,1,1322,1814.25,-492.25,1322,1322
15,target1,block4,31,154,thin,th,0,774,1266.75,-492.75,774,774
5,target1,block3,18,88,sink,s,1,557,1049.875,-492.875,557,557
21,target2,block3,23,113,pot,o,1,748,1241.625,-493.625,748,748
20,target2,block4,25,121,backs,no,1,736,1229.75,-493.75,736,736
3,target1,block3,21,102,myth,th,0,555,1049,-494,555,555
27,target1,block2,12,57,miss,s,1,821,1315.625,-494.625,821,821
15,target1,block4,32,156,mouth,th,1,772,1266.75,-494.75,772,772
22,target1,block2,13,62,worse,s,1,683,1177.875,-494.875,683,683
9,target2,block3,17,84,bond,o,1,886,1382,-496,886,886
28,target2,block2,9,43,foster,o,1,1318,1814.25,-496.25,1318,1318
21,target2,block4,29,141,rack,no,1,1020,1516.25,-496.25,1020,1020
25,filler,block3,18,90,hey,hey,1,851,1347.375,-496.375,851,851
20,target1,block1,6,29,miss,s,1,889,1385.857143,-496.8571429,889,889
4,target1,block2,12,59,thought,th,1,693,1189.875,-496.875,693,693
11,target2,block3,23,113,pot,o,1,656,1153.571429,-497.5714286,656,656
10,filler,block3,23,115,men,men,1,752,1249.625,-497.625,752,752
4,target1,block2,15,74,thigh,th,1,692,1189.875,-497.875,692,692
3,target2,block3,18,89,black,no,1,551,1049,-498,551,551
31,target2,block3,21,103,bad,no,1,946,1444.142857,-498.1428571,946,946
21,target1,block2,16,76,miss,s,0,1025,1523.428571,-498.4285714,1025,1025
15,target2,block4,25,123,tap,no,1,768,1266.75,-498.75,768,768
34,target1,block1,6,29,myth,th,0,1521,2019.857143,-498.8571429,1521,1521
25,target1,block4,29,144,math,th,1,560,1058.875,-498.875,560,560
21,target2,block1,5,24,block,o,1,1024,1523.428571,-499.4285714,1024,1024
14,target2,block2,15,72,map,no,1,874,1373.5,-499.5,874,874
1,target2,block2,14,69,cap,no,1,710,1209.875,-499.875,710,710
4,filler,block2,12,60,peach,peach,1,690,1189.875,-499.875,690,690
3,target1,block3,20,96,theme,th,1,549,1049,-500,549,549
12,target1,block3,20,96,theme,th,1,888,1388.25,-500.25,888,888
10,target1,block4,27,131,thumb,th,1,910,1410.571429,-500.5714286,910,910
19,target1,block4,32,159,some,s,1,795,1295.75,-500.75,795,795
27,target2,block3,22,106,map,no,1,1198,1698.875,-500.875,1198,1198
16,target2,block1,3,13,pat,no,1,857,1358,-501,857,857
33,target2,block1,3,13,pat,no,1,802,1303,-501,802,802
3,target2,block3,18,87,cap,no,1,548,1049,-501,548,548
31,target1,block3,19,94,path,th,1,942,1444.142857,-502.1428571,942,942
26,target1,block2,16,76,myth,th,1,819,1321.375,-502.375,819,819
21,target2,block3,18,87,cap,no,1,739,1241.625,-502.625,739,739
25,target1,block2,14,67,think,th,1,795,1298,-503,795,795
9,target1,block2,14,67,think,th,1,868,1371.375,-503.375,868,868
11,target1,block4,27,131,thumb,th,1,904,1407.5,-503.5,904,904
5,target2,block3,21,101,band,no,1,546,1049.875,-503.875,546,546
36,target2,block2,13,63,band,no,1,1187,1691.25,-504.25,1187,1187
24,filler,block3,24,120,pention,pention,1,927,1431.25,-504.25,927,927
26,target2,block2,13,63,band,no,1,817,1321.375,-504.375,817,817
14,target1,block2,10,46,growth,th,0,869,1373.5,-504.5,869,869
11,target1,block4,32,156,mouth,th,1,903,1407.5,-504.5,903,903
