"subject","item","sound","block","type","block_G","response","adjusted_response_time"
8,39,"-0.5","-0.5","Vowel","block4","1",-176.875
8,40,"0.5","-0.5","Consonant","block4","1",-36.875
8,41,"0.5","-0.5","Consonant","block4","1",967.125
8,42,"-0.5","-0.5","Vowel","block4","1",83.125
8,43,"0.5","-0.5","Consonant","block4","1",-158.875
8,44,"-0.5","-0.5","Vowel","block4","1",569.125
8,45,"-0.5","-0.5","Vowel","block4","1",1191.125
8,46,"0.5","-0.5","Consonant","block4","1",98.125
8,47,"-0.5","-0.5","Vowel","block4","1",765.125
8,48,"0.5","-0.5","Consonant","block4","1",-172.875
8,49,"-0.5","-0.5","Vowel","block4","1",460.125
8,50,"0.5","-0.5","Consonant","block4","1",552.125
8,51,"-0.5","-0.5","Vowel","block4","1",-34.875
8,52,"0.5","-0.5","Consonant","block4","1",-228.875
8,53,"-0.5","-0.5","Vowel","block4","1",-274.875
8,54,"0.5","-0.5","Consonant","block4","1",1166.125
8,55,"0.5","-0.5","Consonant","block4","1",-227.875
8,56,"-0.5","-0.5","Vowel","block4","1",115.125
8,57,"0.5","-0.5","Consonant","block4","1",49.125
8,58,"-0.5","-0.5","Vowel","block4","1",97.125
8,59,"-0.5","-0.5","Vowel","block4","1",-191.875
8,60,"0.5","-0.5","Consonant","block4","1",-132.875
8,61,"0.5","-0.5","Consonant","block4","1",320.125
8,62,"-0.5","-0.5","Vowel","block4","1",-206.875
8,63,"-0.5","-0.5","Vowel","block4","1",587.125
8,64,"0.5","-0.5","Consonant","block4","1",-91.875
9,1,"0.5","0.5","Consonant","block1","1",597.625
9,2,"-0.5","0.5","Vowel","block1","1",287.625
9,3,"-0.5","0.5","Vowel","block1","1",889.625
9,4,"0.5","0.5","Consonant","block1","1",180.625
9,5,"0.5","0.5","Consonant","block1","1",197.625
9,6,"-0.5","0.5","Vowel","block1","1",180.625
9,7,"0.5","0.5","Consonant","block1","0",741.625
9,8,"-0.5","0.5","Vowel","block1","1",180.625
9,9,"-0.5","0.5","Vowel","block1","1",697.625
9,10,"0.5","0.5","Consonant","block1","1",300.625
9,11,"-0.5","0.5","Vowel","block1","1",-243.375
9,12,"0.5","0.5","Consonant","block1","1",50.625
9,13,"0.5","0.5","Consonant","block1","1",2822.625
9,14,"-0.5","0.5","Vowel","block1","1",192.625
9,15,"-0.5","0.5","Vowel","block1","1",147.625
9,16,"0.5","0.5","Consonant","block1","1",-451.375
9,17,"-0.5","0.5","Vowel","block1","1",-397.375
9,18,"0.5","0.5","Consonant","block1","1",-607.375
9,19,"0.5","0.5","Consonant","block1","1",-509.375
9,20,"-0.5","0.5","Vowel","block1","1",-570.375
9,21,"0.5","0.5","Consonant","block1","1",-263.375
9,22,"-0.5","0.5","Vowel","block1","1",-439.375
9,23,"-0.5","0.5","Vowel","block1","1",-81.375
9,24,"0.5","0.5","Consonant","block1","1",-360.375
9,25,"0.5","0.5","Consonant","block1","1",-69.375
9,26,"-0.5","0.5","Vowel","block1","1",193.625
9,27,"-0.5","0.5","Vowel","block1","1",-377.375
9,28,"0.5","0.5","Consonant","block1","1",1595.625
9,29,"-0.5","0.5","Vowel","block1","0",NA
9,30,"0.5","0.5","Consonant","block1","1",520.625
9,31,"0.5","0.5","Consonant","block1","1",828.625
9,32,"-0.5","0.5","Vowel","block1","1",-35.375
9,33,"-0.5","-0.5","Vowel","block4","1",-0.375
9,34,"0.5","-0.5","Consonant","block4","1",40.625
9,35,"-0.5","-0.5","Vowel","block4","1",-182.375
9,36,"0.5","-0.5","Consonant","block4","1",-318.375
9,37,"0.5","-0.5","Consonant","block4","1",157.625
9,38,"-0.5","-0.5","Vowel","block4","1",45.625
9,39,"-0.5","-0.5","Vowel","block4","1",359.625
9,40,"0.5","-0.5","Consonant","block4","1",-205.375
9,41,"0.5","-0.5","Consonant","block4","1",103.625
9,42,"-0.5","-0.5","Vowel","block4","1",554.625
9,43,"0.5","-0.5","Consonant","block4","0",1855.625
9,44,"-0.5","-0.5","Vowel","block4","1",367.625
9,45,"-0.5","-0.5","Vowel","block4","0",-11.375
9,46,"0.5","-0.5","Consonant","block4","1",421.625
9,47,"-0.5","-0.5","Vowel","block4","1",447.625
9,48,"0.5","-0.5","Consonant","block4","1",-339.375
9,49,"-0.5","-0.5","Vowel","block4","1",355.625
9,50,"0.5","-0.5","Consonant","block4","1",295.625
9,51,"-0.5","-0.5","Vowel","block4","1",-49.375
9,52,"0.5","-0.5","Consonant","block4","1",-120.375
9,53,"-0.5","-0.5","Vowel","block4","1",234.625
9,54,"0.5","-0.5","Consonant","block4","1",-343.375
9,55,"0.5","-0.5","Consonant","block4","1",2597.625
9,56,"-0.5","-0.5","Vowel","block4","1",-560.375
9,57,"0.5","-0.5","Consonant","block4","1",94.625
9,58,"-0.5","-0.5","Vowel","block4","0",-341.375
9,59,"-0.5","-0.5","Vowel","block4","1",118.625
9,60,"0.5","-0.5","Consonant","block4","1",-397.375
9,61,"0.5","-0.5","Consonant","block4","1",-212.375
9,62,"-0.5","-0.5","Vowel","block4","1",-419.375
9,63,"-0.5","-0.5","Vowel","block4","1",391.625
9,64,"0.5","-0.5","Consonant","block4","1",445.625
10,1,"0.5","0.5","Consonant","block1","0",NA
10,2,"-0.5","0.5","Vowel","block1","1",-256.875
10,3,"-0.5","0.5","Vowel","block1","0",1154.125
10,4,"0.5","0.5","Consonant","block1","1",512.125
10,5,"0.5","0.5","Consonant","block1","1",-429.875
10,6,"-0.5","0.5","Vowel","block1","1",-31.875
10,7,"0.5","0.5","Consonant","block1","1",899.125
10,8,"-0.5","0.5","Vowel","block1","1",1695.125
10,9,"-0.5","0.5","Vowel","block1","1",60.125
10,10,"0.5","0.5","Consonant","block1","1",16.125
10,11,"-0.5","0.5","Vowel","block1","1",-458.875
10,12,"0.5","0.5","Consonant","block1","1",3713.125
10,13,"0.5","0.5","Consonant","block1","0",621.125
10,14,"-0.5","0.5","Vowel","block1","1",2893.125
10,15,"-0.5","0.5","Vowel","block1","1",-214.875
10,16,"0.5","0.5","Consonant","block1","1",-251.875
10,17,"-0.5","0.5","Vowel","block1","1",191.125
10,18,"0.5","0.5","Consonant","block1","1",-17.875
10,19,"0.5","0.5","Consonant","block1","1",64.125
10,20,"-0.5","0.5","Vowel","block1","1",-368.875
10,21,"0.5","0.5","Consonant","block1","1",570.125
10,22,"-0.5","0.5","Vowel","block1","1",-59.875
10,23,"-0.5","0.5","Vowel","block1","1",-546.875
10,24,"0.5","0.5","Consonant","block1","0",2214.125
10,25,"0.5","0.5","Consonant","block1","1",835.125
10,26,"-0.5","0.5","Vowel","block1","1",-581.875
10,27,"-0.5","0.5","Vowel","block1","1",-756.875
10,28,"0.5","0.5","Consonant","block1","1",-116.875
10,29,"-0.5","0.5","Vowel","block1","1",1184.125
10,30,"0.5","0.5","Consonant","block1","1",-157.875
10,31,"0.5","0.5","Consonant","block1","1",-530.875
10,32,"-0.5","0.5","Vowel","block1","1",-344.875
10,33,"-0.5","-0.5","Vowel","block4","1",356
10,34,"0.5","-0.5","Consonant","block4","1",-1185
10,35,"-0.5","-0.5","Vowel","block4","1",-1102
10,36,"0.5","-0.5","Consonant","block4","0",-616
10,37,"0.5","-0.5","Consonant","block4","1",1538
10,38,"-0.5","-0.5","Vowel","block4","1",1592
10,39,"-0.5","-0.5","Vowel","block4","1",-461
10,40,"0.5","-0.5","Consonant","block4","0",1838
10,41,"0.5","-0.5","Consonant","block4","1",-910
10,42,"-0.5","-0.5","Vowel","block4","1",-680
10,43,"0.5","-0.5","Consonant","block4","1",-1200
10,44,"-0.5","-0.5","Vowel","block4","1",673
10,45,"-0.5","-0.5","Vowel","block4","1",2400
10,46,"0.5","-0.5","Consonant","block4","1",-108
10,47,"-0.5","-0.5","Vowel","block4","1",1666
10,48,"0.5","-0.5","Consonant","block4","1",-916
10,49,"-0.5","-0.5","Vowel","block4","1",3282
10,50,"0.5","-0.5","Consonant","block4","1",-744
10,51,"-0.5","-0.5","Vowel","block4","1",-1063
10,52,"0.5","-0.5","Consonant","block4","1",-947
10,53,"-0.5","-0.5","Vowel","block4","1",-1126
10,54,"0.5","-0.5","Consonant","block4","1",-1116
10,55,"0.5","-0.5","Consonant","block4","1",-465
10,56,"-0.5","-0.5","Vowel","block4","1",-634
10,57,"0.5","-0.5","Consonant","block4","1",-263
10,58,"-0.5","-0.5","Vowel","block4","1",-292
10,59,"-0.5","-0.5","Vowel","block4","1",-817
10,60,"0.5","-0.5","Consonant","block4","1",911
10,61,"0.5","-0.5","Consonant","block4","1",-791
10,62,"-0.5","-0.5","Vowel","block4","1",-360
10,63,"-0.5","-0.5","Vowel","block4","1",99
10,64,"0.5","-0.5","Consonant","block4","1",-480
11,1,"0.5","0.5","Consonant","block1","0",2156.625
11,2,"-0.5","0.5","Vowel","block1","1",-367.375
11,3,"-0.5","0.5","Vowel","block1","1",1227.625
11,4,"0.5","0.5","Consonant","block1","0",-146.375
11,5,"0.5","0.5","Consonant","block1","1",-124.375
11,6,"-0.5","0.5","Vowel","block1","1",-243.375
11,7,"0.5","0.5","Consonant","block1","0",3673.625
11,8,"-0.5","0.5","Vowel","block1","1",856.625
11,9,"-0.5","0.5","Vowel","block1","1",321.625
11,10,"0.5","0.5","Consonant","block1","1",341.625
11,11,"-0.5","0.5","Vowel","block1","1",-125.375
11,12,"0.5","0.5","Consonant","block1","1",830.625
11,13,"0.5","0.5","Consonant","block1","1",-124.375
11,14,"-0.5","0.5","Vowel","block1","1",2034.625
11,15,"-0.5","0.5","Vowel","block1","1",1827.625
11,16,"0.5","0.5","Consonant","block1","1",116.625
11,17,"-0.5","0.5","Vowel","block1","1",970.625
11,18,"0.5","0.5","Consonant","block1","1",-468.375
11,19,"0.5","0.5","Consonant","block1","1",-746.375
11,20,"-0.5","0.5","Vowel","block1","1",-223.375
11,21,"0.5","0.5","Consonant","block1","1",-144.375
11,22,"-0.5","0.5","Vowel","block1","1",-633.375
11,23,"-0.5","0.5","Vowel","block1","1",-251.375
11,24,"0.5","0.5","Consonant","block1","1",-610.375
11,25,"0.5","0.5","Consonant","block1","1",-145.375
11,26,"-0.5","0.5","Vowel","block1","1",-864.375
11,27,"-0.5","0.5","Vowel","block1","1",-196.375
11,28,"0.5","0.5","Consonant","block1","1",-509.375
11,29,"-0.5","0.5","Vowel","block1","1",-667.375
11,30,"0.5","0.5","Consonant","block1","1",-674.375
11,31,"0.5","0.5","Consonant","block1","1",-911.375
11,32,"-0.5","0.5","Vowel","block1","1",-678.375
11,33,"-0.5","-0.5","Vowel","block4","1",-189.75
11,34,"0.5","-0.5","Consonant","block4","1",-832.75
11,35,"-0.5","-0.5","Vowel","block4","1",-1042.75
11,36,"0.5","-0.5","Consonant","block4","1",-423.75
11,37,"0.5","-0.5","Consonant","block4","1",-765.75
11,38,"-0.5","-0.5","Vowel","block4","1",504.25
11,39,"-0.5","-0.5","Vowel","block4","0",1685.25
11,40,"0.5","-0.5","Consonant","block4","1",-199.75
11,41,"0.5","-0.5","Consonant","block4","1",-916.75
11,42,"-0.5","-0.5","Vowel","block4","1",-297.75
11,43,"0.5","-0.5","Consonant","block4","1",-564.75
11,44,"-0.5","-0.5","Vowel","block4","0",2328.25
11,45,"-0.5","-0.5","Vowel","block4","1",4729.25
11,46,"0.5","-0.5","Consonant","block4","1",-624.75
11,47,"-0.5","-0.5","Vowel","block4","1",59.25
11,48,"0.5","-0.5","Consonant","block4","1",-626.75
11,49,"-0.5","-0.5","Vowel","block4","1",788.25
11,50,"0.5","-0.5","Consonant","block4","1",370.25
11,51,"-0.5","-0.5","Vowel","block4","1",-492.75
11,52,"0.5","-0.5","Consonant","block4","1",-710.75
11,53,"-0.5","-0.5","Vowel","block4","1",-883.75
11,54,"0.5","-0.5","Consonant","block4","1",-1102.75
11,55,"0.5","-0.5","Consonant","block4","1",-1058.75
11,56,"-0.5","-0.5","Vowel","block4","1",-73.75
11,57,"0.5","-0.5","Consonant","block4","1",-962.75
11,58,"-0.5","-0.5","Vowel","block4","1",607.25
11,59,"-0.5","-0.5","Vowel","block4","1",-766.75
11,60,"0.5","-0.5","Consonant","block4","1",-1214.75
11,61,"0.5","-0.5","Consonant","block4","1",-917.75
11,62,"-0.5","-0.5","Vowel","block4","1",-775.75
11,63,"-0.5","-0.5","Vowel","block4","0",1212.25
11,64,"0.5","-0.5","Consonant","block4","1",-923.75
12,1,"0.5","0.5","Consonant","block1","1",-1.125
12,2,"-0.5","0.5","Vowel","block1","1",-725.125
12,3,"-0.5","0.5","Vowel","block1","1",61.875
12,4,"0.5","0.5","Consonant","block1","0",1092.875
12,5,"0.5","0.5","Consonant","block1","1",-346.125
12,6,"-0.5","0.5","Vowel","block1","0",438.875
12,7,"0.5","0.5","Consonant","block1","1",26.875
12,8,"-0.5","0.5","Vowel","block1","1",1157.875
12,9,"-0.5","0.5","Vowel","block1","1",2701.875
12,10,"0.5","0.5","Consonant","block1","1",512.875
12,11,"-0.5","0.5","Vowel","block1","1",437.875
12,12,"0.5","0.5","Consonant","block1","1",221.875
12,13,"0.5","0.5","Consonant","block1","0",364.875
12,14,"-0.5","0.5","Vowel","block1","1",1090.875
12,15,"-0.5","0.5","Vowel","block1","1",-164.125
12,16,"0.5","0.5","Consonant","block1","1",714.875
12,17,"-0.5","0.5","Vowel","block1","1",158.875
12,18,"0.5","0.5","Consonant","block1","1",-662.125
12,19,"0.5","0.5","Consonant","block1","1",-434.125
12,20,"-0.5","0.5","Vowel","block1","1",-695.125
12,21,"0.5","0.5","Consonant","block1","1",-522.125
12,22,"-0.5","0.5","Vowel","block1","1",-556.125
12,23,"-0.5","0.5","Vowel","block1","1",-729.125
12,24,"0.5","0.5","Consonant","block1","1",-614.125
12,25,"0.5","0.5","Consonant","block1","1",-108.125
12,26,"-0.5","0.5","Vowel","block1","1",-887.125
12,27,"-0.5","0.5","Vowel","block1","1",-796.125
12,28,"0.5","0.5","Consonant","block1","0",-464.125
12,29,"-0.5","0.5","Vowel","block1","1",-632.125
12,30,"0.5","0.5","Consonant","block1","1",-545.125
12,31,"0.5","0.5","Consonant","block1","1",-155.125
12,32,"-0.5","0.5","Vowel","block1","0",-462.125
12,33,"-0.5","-0.5","Vowel","block4","1",1499
12,34,"0.5","-0.5","Consonant","block4","1",172
12,35,"-0.5","-0.5","Vowel","block4","1",-50
12,36,"0.5","-0.5","Consonant","block4","0",-378
12,37,"0.5","-0.5","Consonant","block4","1",-9
12,38,"-0.5","-0.5","Vowel","block4","1",9
12,39,"-0.5","-0.5","Vowel","block4","1",-321
12,40,"0.5","-0.5","Consonant","block4","1",143
12,41,"0.5","-0.5","Consonant","block4","1",-378
12,42,"-0.5","-0.5","Vowel","block4","1",-365
12,43,"0.5","-0.5","Consonant","block4","1",-142
12,44,"-0.5","-0.5","Vowel","block4","1",1100
12,45,"-0.5","-0.5","Vowel","block4","0",-282
12,46,"0.5","-0.5","Consonant","block4","1",-396
12,47,"-0.5","-0.5","Vowel","block4","1",361
12,48,"0.5","-0.5","Consonant","block4","1",-416
12,49,"-0.5","-0.5","Vowel","block4","1",248
12,50,"0.5","-0.5","Consonant","block4","1",89
12,51,"-0.5","-0.5","Vowel","block4","0",1016
12,52,"0.5","-0.5","Consonant","block4","1",-349
12,53,"-0.5","-0.5","Vowel","block4","1",135
12,54,"0.5","-0.5","Consonant","block4","1",-519
12,55,"0.5","-0.5","Consonant","block4","0",580
12,56,"-0.5","-0.5","Vowel","block4","1",-239
12,57,"0.5","-0.5","Consonant","block4","1",150
12,58,"-0.5","-0.5","Vowel","block4","0",74
12,59,"-0.5","-0.5","Vowel","block4","1",-337
12,60,"0.5","-0.5","Consonant","block4","1",643
12,61,"0.5","-0.5","Consonant","block4","0",1497
12,62,"-0.5","-0.5","Vowel","block4","1",-139
12,63,"-0.5","-0.5","Vowel","block4","0",-206
12,64,"0.5","-0.5","Consonant","block4","0",-191
13,1,"0.5","0.5","Consonant","block1","1",519
13,2,"-0.5","0.5","Vowel","block1","1",-150
13,3,"-0.5","0.5","Vowel","block1","0",2012
13,4,"0.5","0.5","Consonant","block1","1",-209
13,5,"0.5","0.5","Consonant","block1","0",-349
13,6,"-0.5","0.5","Vowel","block1","1",177
13,7,"0.5","0.5","Consonant","block1","1",595
13,8,"-0.5","0.5","Vowel","block1","1",-73
13,9,"-0.5","0.5","Vowel","block1","0",284
13,10,"0.5","0.5","Consonant","block1","0",636
13,11,"-0.5","0.5","Vowel","block1","1",-300
13,12,"0.5","0.5","Consonant","block1","0",410
13,13,"0.5","0.5","Consonant","block1","0",-263
13,14,"-0.5","0.5","Vowel","block1","1",3390
13,15,"-0.5","0.5","Vowel","block1","0",-240
13,16,"0.5","0.5","Consonant","block1","0",128
13,17,"-0.5","0.5","Vowel","block1","1",-574
13,18,"0.5","0.5","Consonant","block1","1",1489
13,19,"0.5","0.5","Consonant","block1","1",188
13,20,"-0.5","0.5","Vowel","block1","1",-734
13,21,"0.5","0.5","Consonant","block1","1",-50
13,22,"-0.5","0.5","Vowel","block1","1",1573
13,23,"-0.5","0.5","Vowel","block1","1",-544
13,24,"0.5","0.5","Consonant","block1","1",-263
13,25,"0.5","0.5","Consonant","block1","1",-152
13,26,"-0.5","0.5","Vowel","block1","1",-437
13,27,"-0.5","0.5","Vowel","block1","1",-115
13,28,"0.5","0.5","Consonant","block1","1",820
13,29,"-0.5","0.5","Vowel","block1","1",1028
13,30,"0.5","0.5","Consonant","block1","1",1940
13,31,"0.5","0.5","Consonant","block1","0",1173
13,32,"-0.5","0.5","Vowel","block1","1",-477
13,33,"-0.5","-0.5","Vowel","block4","1",1194
13,34,"0.5","-0.5","Consonant","block4","1",-1
13,35,"-0.5","-0.5","Vowel","block4","1",-625
13,36,"0.5","-0.5","Consonant","block4","1",3334
13,37,"0.5","-0.5","Consonant","block4","0",-343
13,38,"-0.5","-0.5","Vowel","block4","1",1150
13,39,"-0.5","-0.5","Vowel","block4","1",48
13,40,"0.5","-0.5","Consonant","block4","1",191
13,41,"0.5","-0.5","Consonant","block4","0",-567
13,42,"-0.5","-0.5","Vowel","block4","1",100
13,43,"0.5","-0.5","Consonant","block4","1",725
13,44,"-0.5","-0.5","Vowel","block4","1",1058
13,45,"-0.5","-0.5","Vowel","block4","0",2754
13,46,"0.5","-0.5","Consonant","block4","0",508
13,47,"-0.5","-0.5","Vowel","block4","1",116
13,48,"0.5","-0.5","Consonant","block4","1",28
13,49,"-0.5","-0.5","Vowel","block4","1",155
13,50,"0.5","-0.5","Consonant","block4","0",1914
13,51,"-0.5","-0.5","Vowel","block4","1",-176
13,52,"0.5","-0.5","Consonant","block4","1",168
13,53,"-0.5","-0.5","Vowel","block4","1",63
13,54,"0.5","-0.5","Consonant","block4","0",367
13,55,"0.5","-0.5","Consonant","block4","0",220
13,56,"-0.5","-0.5","Vowel","block4","1",-590
13,57,"0.5","-0.5","Consonant","block4","1",252
13,58,"-0.5","-0.5","Vowel","block4","1",239
13,59,"-0.5","-0.5","Vowel","block4","1",-561
13,60,"0.5","-0.5","Consonant","block4","1",976
13,61,"0.5","-0.5","Consonant","block4","1",80
13,62,"-0.5","-0.5","Vowel","block4","1",-189
13,63,"-0.5","-0.5","Vowel","block4","1",26
13,64,"0.5","-0.5","Consonant","block4","1",4651
14,1,"0.5","0.5","Consonant","block1","0",NA
14,2,"-0.5","0.5","Vowel","block1","1",157.5
14,3,"-0.5","0.5","Vowel","block1","1",4993.5
14,4,"0.5","0.5","Consonant","block1","0",-332.5
14,5,"0.5","0.5","Consonant","block1","1",554.5
14,6,"-0.5","0.5","Vowel","block1","1",610.5
14,7,"0.5","0.5","Consonant","block1","0",260.5
14,8,"-0.5","0.5","Vowel","block1","1",-396.5
14,9,"-0.5","0.5","Vowel","block1","1",2562.5
14,10,"0.5","0.5","Consonant","block1","1",-0.5
14,11,"-0.5","0.5","Vowel","block1","1",458.5
14,12,"0.5","0.5","Consonant","block1","1",-484.5
14,13,"0.5","0.5","Consonant","block1","1",541.5
14,14,"-0.5","0.5","Vowel","block1","1",2112.5
14,15,"-0.5","0.5","Vowel","block1","1",117.5
14,16,"0.5","0.5","Consonant","block1","1",-174.5
14,17,"-0.5","0.5","Vowel","block1","1",-448.5
14,18,"0.5","0.5","Consonant","block1","1",86.5
14,19,"0.5","0.5","Consonant","block1","1",-440.5
14,20,"-0.5","0.5","Vowel","block1","1",119.5
14,21,"0.5","0.5","Consonant","block1","1",-603.5
14,22,"-0.5","0.5","Vowel","block1","1",237.5
14,23,"-0.5","0.5","Vowel","block1","1",-744.5
14,24,"0.5","0.5","Consonant","block1","1",-430.5
14,25,"0.5","0.5","Consonant","block1","1",-2.5
14,26,"-0.5","0.5","Vowel","block1","1",-120.5
14,27,"-0.5","0.5","Vowel","block1","1",-566.5
14,28,"0.5","0.5","Consonant","block1","1",-225.5
14,29,"-0.5","0.5","Vowel","block1","1",-490.5
14,30,"0.5","0.5","Consonant","block1","1",245.5
14,31,"0.5","0.5","Consonant","block1","1",135.5
14,32,"-0.5","0.5","Vowel","block1","1",69.5
14,33,"-0.5","-0.5","Vowel","block4","1",294.25
14,34,"0.5","-0.5","Consonant","block4","1",-314.75
14,35,"-0.5","-0.5","Vowel","block4","1",-513.75
14,36,"0.5","-0.5","Consonant","block4","1",-69.75
14,37,"0.5","-0.5","Consonant","block4","1",389.25
14,38,"-0.5","-0.5","Vowel","block4","1",-574.75
14,39,"-0.5","-0.5","Vowel","block4","1",-432.75
14,40,"0.5","-0.5","Consonant","block4","1",-566.75
14,41,"0.5","-0.5","Consonant","block4","1",-526.75
14,42,"-0.5","-0.5","Vowel","block4","1",-159.75
14,43,"0.5","-0.5","Consonant","block4","1",-278.75
14,44,"-0.5","-0.5","Vowel","block4","1",15.25
14,45,"-0.5","-0.5","Vowel","block4","1",-125.75
14,46,"0.5","-0.5","Consonant","block4","1",101.25
14,47,"-0.5","-0.5","Vowel","block4","1",496.25
14,48,"0.5","-0.5","Consonant","block4","1",-23.75
14,49,"-0.5","-0.5","Vowel","block4","1",NA
14,50,"0.5","-0.5","Consonant","block4","1",NA
14,51,"-0.5","-0.5","Vowel","block4","1",-481.75
14,52,"0.5","-0.5","Consonant","block4","1",-427.75
14,53,"-0.5","-0.5","Vowel","block4","1",-627.75
14,54,"0.5","-0.5","Consonant","block4","1",-468.75
14,55,"0.5","-0.5","Consonant","block4","1",-36.75
14,56,"-0.5","-0.5","Vowel","block4","1",-679.75
14,57,"0.5","-0.5","Consonant","block4","1",-413.75
14,58,"-0.5","-0.5","Vowel","block4","1",-711.75
14,59,"-0.5","-0.5","Vowel","block4","1",-450.75
14,60,"0.5","-0.5","Consonant","block4","1",NA
14,61,"0.5","-0.5","Consonant","block4","1",-194.75
14,62,"-0.5","-0.5","Vowel","block4","1",-409.75
14,63,"-0.5","-0.5","Vowel","block4","1",-645.75
14,64,"0.5","-0.5","Consonant","block4","1",-658.75
15,1,"0.5","0.5","Consonant","block1","0",1315
15,2,"-0.5","0.5","Vowel","block1","1",421
15,3,"-0.5","0.5","Vowel","block1","1",2727
15,4,"0.5","0.5","Consonant","block1","1",-523
15,5,"0.5","0.5","Consonant","block1","1",297
15,6,"-0.5","0.5","Vowel","block1","1",472
15,7,"0.5","0.5","Consonant","block1","0",4144
15,8,"-0.5","0.5","Vowel","block1","1",2307
15,9,"-0.5","0.5","Vowel","block1","1",1525
15,10,"0.5","0.5","Consonant","block1","1",43
15,11,"-0.5","0.5","Vowel","block1","1",1257
15,12,"0.5","0.5","Consonant","block1","0",1576
15,13,"0.5","0.5","Consonant","block1","1",3356
15,14,"-0.5","0.5","Vowel","block1","0",196
15,15,"-0.5","0.5","Vowel","block1","0",-471
15,16,"0.5","0.5","Consonant","block1","1",1732
15,17,"-0.5","0.5","Vowel","block1","1",180
15,18,"0.5","0.5","Consonant","block1","1",41
15,19,"0.5","0.5","Consonant","block1","1",-442
15,20,"-0.5","0.5","Vowel","block1","1",-12
15,21,"0.5","0.5","Consonant","block1","1",-269
15,22,"-0.5","0.5","Vowel","block1","1",381
15,23,"-0.5","0.5","Vowel","block1","1",1046
15,24,"0.5","0.5","Consonant","block1","1",-440
15,25,"0.5","0.5","Consonant","block1","1",2183
15,26,"-0.5","0.5","Vowel","block1","1",-421
15,27,"-0.5","0.5","Vowel","block1","1",392
15,28,"0.5","0.5","Consonant","block1","1",-407
15,29,"-0.5","0.5","Vowel","block1","1",4
15,30,"0.5","0.5","Consonant","block1","1",1118
15,31,"0.5","0.5","Consonant","block1","1",254
15,32,"-0.5","0.5","Vowel","block1","1",-194
15,33,"-0.5","-0.5","Vowel","block4","1",201.25
15,34,"0.5","-0.5","Consonant","block4","1",616.25
15,35,"-0.5","-0.5","Vowel","block4","1",-498.75
15,36,"0.5","-0.5","Consonant","block4","1",1293.25
15,37,"0.5","-0.5","Consonant","block4","1",-119.75
15,38,"-0.5","-0.5","Vowel","block4","0",2034.25
15,39,"-0.5","-0.5","Vowel","block4","1",128.25
15,40,"0.5","-0.5","Consonant","block4","1",2012.25
15,41,"0.5","-0.5","Consonant","block4","1",-363.75
15,42,"-0.5","-0.5","Vowel","block4","1",272.25
15,43,"0.5","-0.5","Consonant","block4","1",651.25
15,44,"-0.5","-0.5","Vowel","block4","1",91.25
15,45,"-0.5","-0.5","Vowel","block4","0",NA
15,46,"0.5","-0.5","Consonant","block4","1",619.25
15,47,"-0.5","-0.5","Vowel","block4","1",1509.25
15,48,"0.5","-0.5","Consonant","block4","1",261.25
15,49,"-0.5","-0.5","Vowel","block4","1",1710.25
15,50,"0.5","-0.5","Consonant","block4","1",972.25
15,51,"-0.5","-0.5","Vowel","block4","1",241.25
15,52,"0.5","-0.5","Consonant","block4","1",-301.75
15,53,"-0.5","-0.5","Vowel","block4","1",-384.75
15,54,"0.5","-0.5","Consonant","block4","1",-531.75
15,55,"0.5","-0.5","Consonant","block4","1",-409.75
15,56,"-0.5","-0.5","Vowel","block4","1",-337.75
15,57,"0.5","-0.5","Consonant","block4","0",353.25
15,58,"-0.5","-0.5","Vowel","block4","1",-136.75
15,59,"-0.5","-0.5","Vowel","block4","1",-385.75
15,60,"0.5","-0.5","Consonant","block4","0",-492.75
15,61,"0.5","-0.5","Consonant","block4","1",-494.75
15,62,"-0.5","-0.5","Vowel","block4","1",-200.75
15,63,"-0.5","-0.5","Vowel","block4","1",-242.75
15,64,"0.5","-0.5","Consonant","block4","1",760.25
16,1,"0.5","0.5","Consonant","block1","1",726
16,2,"-0.5","0.5","Vowel","block1","1",3017
16,3,"-0.5","0.5","Vowel","block1","0",2431
16,4,"0.5","0.5","Consonant","block1","0",436
16,5,"0.5","0.5","Consonant","block1","1",548
16,6,"-0.5","0.5","Vowel","block1","1",-275
16,7,"0.5","0.5","Consonant","block1","1",-214
16,8,"-0.5","0.5","Vowel","block1","1",1653
16,9,"-0.5","0.5","Vowel","block1","1",388
16,10,"0.5","0.5","Consonant","block1","1",-165
16,11,"-0.5","0.5","Vowel","block1","1",-501
16,12,"0.5","0.5","Consonant","block1","0",-172
16,13,"0.5","0.5","Consonant","block1","1",791
16,14,"-0.5","0.5","Vowel","block1","0",4148
16,15,"-0.5","0.5","Vowel","block1","0",-348
16,16,"0.5","0.5","Consonant","block1","1",-75
16,17,"-0.5","0.5","Vowel","block1","1",1291
16,18,"0.5","0.5","Consonant","block1","1",-161
16,19,"0.5","0.5","Consonant","block1","1",-293
16,20,"-0.5","0.5","Vowel","block1","1",-672
16,21,"0.5","0.5","Consonant","block1","1",-593
16,22,"-0.5","0.5","Vowel","block1","1",-649
16,23,"-0.5","0.5","Vowel","block1","1",536
16,24,"0.5","0.5","Consonant","block1","1",-844
16,25,"0.5","0.5","Consonant","block1","1",-418
16,26,"-0.5","0.5","Vowel","block1","1",1815
